Round,Player,Archetype,Sub Archetype,Result,Won,Lost,Drew,Opponent,Archetype,Sub Archetype
1,Thomas Lancaster,Infect,,Lost,0,2,0,Philip Luecke,Tezzeret,Grixis
1,Philip Luecke,Tezzeret,Grixis,Won,2,0,0,Thomas Lancaster,Infect,
1,Bill Li,Death and Taxes,,Lost,0,2,0,Mike Kiesel,Tin Fins,
1,Nathan Lickteig,Stiflenought,BUG,Lost,0,1,0,Dylan Petter,Miracles,
1,Tyler Marklyn,Tezzeret,Grixis,Lost,1,2,0,Daniel Goh,Death and Taxes,
1,Russell Martin,4c Loam,,Lost,1,2,0,Christopher Fornace,BUG Midrange,
1,Scott Masterson,Infect,,Lost,1,2,0,Larry Olson,Tezzeret,Grixis
1,Rudy Maynard,4c Loam,,Won,2,1,0,Michael Reimer,Death and Taxes,
1,Brenden Mcbain,Imperial Painter,,Won,2,0,0,Matt Hansen,Shardless BUG,
1,Greg Mitchell,Tin Fins,,Lost,1,2,0,Shawn Yu,Miracles,
1,Richard Neal,4c Control,,Won,2,1,0,Karl Spreine,BUG Midrange,
1,Larry Olson,Tezzeret,Grixis,Won,2,1,0,Scott Masterson,Infect,
1,Dylan Petter,Miracles,,Won,1,0,0,Nathan Lickteig,Stiflenought,BUG
1,Nick Ragazzo,Death and Taxes,,Won,2,1,0,Connor Gracia,Infect,
1,Michael Reimer,Death and Taxes,,Lost,1,2,0,Rudy Maynard,4c Loam,
1,Ian Ryan,ANT,,Bye,,,,,,
1,Colton Sandford,BUG Midrange,,Lost,0,2,0,Conor Jacob,Jund,Punishing
1,Alex Scott,Death and Taxes,,Lost,1,2,0,Case Kiyonaga,Eldrazi,White
1,Jamal Sims,Manaless Dredge,,Lost,0,2,0,Christopher Sorenson,Death and Taxes,
1,Matt Sokolowsky,Miracles,,Lost,0,2,0,Alex Ford,Manaless Dredge,
1,Christopher Sorenson,Death and Taxes,,Won,2,0,0,Jamal Sims,Manaless Dredge,
1,Karl Spreine,BUG Midrange,,Lost,1,2,0,Richard Neal,4c Control,
1,Andy Stowell,Dragon Stompy,,Won,2,1,0,Kyle Brady,Death and Taxes,
1,Shawn Tabrizi,Grixis Delver,,Won,2,0,0,Glenna Wills,Nic Fit,BG
1,Tristan Taylor,Turbo Depths,,Drew,1,1,0,Larry Behnsch,RG Lands,
1,Michael Wallio,Burn,,Won,2,0,0,Jordan Aisaka,UWR Bladestill,
1,Miles Wallio,Goblins,,Lost,1,2,0,Grant Williamson,ANT,
1,Timothy Wilder,Miracles,,Won,2,0,0,Kai Hicks,Bant Deathblade,
1,Grant Williamson,ANT,,Won,2,1,0,Miles Wallio,Goblins,
1,Glenna Wills,Nic Fit,BG,Lost,0,2,0,Shawn Tabrizi,Grixis Delver,
1,Andrew Wysocki,Reanimator,,Match Loss,,,,,,
1,Shawn Yu,Miracles,,Won,2,1,0,Greg Mitchell,Tin Fins,
2,Jordan Aisaka,UWR Bladestill,,Won,2,1,0,Larry Behnsch,RG Lands,
2,Larry Behnsch,RG Lands,,Lost,1,2,0,Jordan Aisaka,UWR Bladestill,
2,Brian Bennett,Omni-Sneak,,Won,2,1,0,Tristan Taylor,Turbo Depths,
2,Paul Blake,BUG Delver,,Lost,0,2,0,Bill Li,Death and Taxes,
2,Collin Brady,Miracles,,Lost,0,2,0,Timothy Wilder,Miracles,
2,Jeff Brady,Burn,,Won,2,1,0,Russell Martin,4c Loam,
2,Kyle Brady,Death and Taxes,,Won,2,0,0,Michael Reimer,Death and Taxes,
2,Marty Clark,Death and Taxes,,Lost,0,2,0,Shawn Tabrizi,Grixis Delver,
2,Michael Eades,BUG Delver,,Lost,0,2,0,Alex Scott,Death and Taxes,
2,Jeremy Edwards,Moon Stompy,,Won,2,0,0,Mike Kiesel,Tin Fins,
2,Percy Fang,BUG Delver,,Won,2,0,0,Larry Olson,Tezzeret,Grixis
2,Alex Ford,Manaless Dredge,,Lost,1,2,0,Christopher Sorenson,Death and Taxes,
2,Christopher Fornace,BUG Midrange,,Lost,0,2,0,Daniel Goh,Death and Taxes,
2,Daniel Goh,Death and Taxes,,Won,2,0,0,Christopher Fornace,BUG Midrange,
2,Connor Gracia,Infect,,Lost,1,2,0,Greg Mitchell,Tin Fins,
2,Matt Hansen,Shardless BUG,,Won,2,0,0,Scott Masterson,Infect,
2,Chris Herold,Shardless BUG,,Lost,0,2,0,Matt Sokolowsky,Miracles,
2,Kai Hicks,Bant Deathblade,,Lost,1,2,0,Andrew Wysocki,Reanimator,
2,Justin Hrala,Eldrazi,,Won,2,0,0,Miles Wallio,Goblins,
2,Conor Jacob,Jund,Punishing,Won,2,1,0,Richard Neal,4c Control,
2,James Johnson,ANT,,Won,2,1,0,Brenden Mcbain,Imperial Painter,
2,Derrick Jones,Miracles,,Won,2,0,0,Thomas Lancaster,Infect,
2,Mike Kiesel,Tin Fins,,Lost,0,2,0,Jeremy Edwards,Moon Stompy,
2,Case Kiyonaga,Eldrazi,White,Won,2,0,0,Ian Ryan,ANT,
2,Thomas Lancaster,Infect,,Lost,0,2,0,Derrick Jones,Miracles,
2,Philip Luecke,Tezzeret,Grixis,Lost,1,2,0,Michael Wallio,Burn,
2,Bill Li,Death and Taxes,,Won,2,0,0,Paul Blake,BUG Delver,
2,Nathan Lickteig,Stiflenought,BUG,Lost,0,2,0,Colton Sandford,BUG Midrange,
2,Tyler Marklyn,Tezzeret,Grixis,Lost,1,2,0,Jamal Sims,Manaless Dredge,
2,Russell Martin,4c Loam,,Lost,1,2,0,Jeff Brady,Burn,
2,Scott Masterson,Infect,,Lost,0,2,0,Matt Hansen,Shardless BUG,
2,Rudy Maynard,4c Loam,,Lost,0,2,0,Shawn Yu,Miracles,
2,Brenden Mcbain,Imperial Painter,,Lost,1,2,0,James Johnson,ANT,
2,Greg Mitchell,Tin Fins,,Won,2,1,0,Connor Gracia,Infect,
2,Richard Neal,4c Control,,Lost,1,2,0,Conor Jacob,Jund,Punishing
2,Larry Olson,Tezzeret,Grixis,Lost,0,2,0,Percy Fang,BUG Delver,
2,Dylan Petter,Miracles,,Lost,0,2,0,Nick Ragazzo,Death and Taxes,
2,Nick Ragazzo,Death and Taxes,,Won,2,0,0,Dylan Petter,Miracles,
2,Michael Reimer,Death and Taxes,,Lost,0,2,0,Kyle Brady,Death and Taxes,
2,Ian Ryan,ANT,,Lost,0,2,0,Case Kiyonaga,Eldrazi,White
2,Colton Sandford,BUG Midrange,,Won,2,0,0,Nathan Lickteig,Stiflenought,BUG
2,Alex Scott,Death and Taxes,,Won,2,0,0,Michael Eades,BUG Delver,
2,Jamal Sims,Manaless Dredge,,Won,2,1,0,Tyler Marklyn,Tezzeret,Grixis
2,Matt Sokolowsky,Miracles,,Won,2,0,0,Chris Herold,Shardless BUG,
2,Christopher Sorenson,Death and Taxes,,Won,2,1,0,Alex Ford,Manaless Dredge,
2,Karl Spreine,BUG Midrange,,Won,2,1,0,Glenna Wills,Nic Fit,BG
2,Andy Stowell,Dragon Stompy,,Won,2,1,0,Grant Williamson,ANT,
2,Shawn Tabrizi,Grixis Delver,,Won,2,0,0,Marty Clark,Death and Taxes,
2,Tristan Taylor,Turbo Depths,,Lost,1,2,0,Brian Bennett,Omni-Sneak,
2,Michael Wallio,Burn,,Won,2,1,0,Philip Luecke,Tezzeret,Grixis
2,Miles Wallio,Goblins,,Lost,0,2,0,Justin Hrala,Eldrazi,
2,Timothy Wilder,Miracles,,Won,2,0,0,Collin Brady,Miracles,
2,Grant Williamson,ANT,,Lost,1,2,0,Andy Stowell,Dragon Stompy,
2,Glenna Wills,Nic Fit,BG,Lost,1,2,0,Karl Spreine,BUG Midrange,
2,Andrew Wysocki,Reanimator,,Won,2,1,0,Kai Hicks,Bant Deathblade,
2,Shawn Yu,Miracles,,Won,2,0,0,Rudy Maynard,4c Loam,
3,Brian Bennett,Omni-Sneak,,Won,2,0,0,Jeremy Edwards,Moon Stompy,
3,Paul Blake,BUG Delver,,Won,2,1,0,Nathan Lickteig,Stiflenought,BUG
3,Collin Brady,Miracles,,Won,2,0,0,Matt Hansen,Shardless BUG,
3,Jeff Brady,Burn,,Lost,0,2,0,Andrew Wysocki,Reanimator,
3,Kyle Brady,Death and Taxes,,Won,2,1,0,Matt Sokolowsky,Miracles,
3,Marty Clark,Death and Taxes,,Lost,1,2,0,Greg Mitchell,Tin Fins,
3,Michael Eades,BUG Delver,,Lost,1,2,0,Tristan Taylor,Turbo Depths,
3,Jeremy Edwards,Moon Stompy,,Lost,0,2,0,Brian Bennett,Omni-Sneak,
3,Percy Fang,BUG Delver,,Won,2,1,0,Michael Wallio,Burn,
3,Alex Ford,Manaless Dredge,,Lost,0,2,0,Bill Li,Death and Taxes,
3,Christopher Fornace,BUG Midrange,,Lost,1,2,0,Brenden Mcbain,Imperial Painter,
3,Daniel Goh,Death and Taxes,,Won,2,0,0,Conor Jacob,Jund,Punishing
3,Connor Gracia,Infect,,Won,2,0,0,Glenna Wills,Nic Fit,BG
3,Matt Hansen,Shardless BUG,,Lost,0,2,0,Collin Brady,Miracles,
3,Justin Hrala,Eldrazi,,Won,2,0,0,Philip Luecke,Tezzeret,Grixis
3,Conor Jacob,Jund,Punishing,Lost,0,2,0,Daniel Goh,Death and Taxes,
3,James Johnson,ANT,,Lost,0,2,0,Timothy Wilder,Miracles,
3,Derrick Jones,Miracles,,Won,2,0,0,Grant Williamson,ANT,
3,Mike Kiesel,Tin Fins,,Won,2,1,0,Ian Ryan,ANT,
3,Case Kiyonaga,Eldrazi,White,Lost,1,2,0,Shawn Yu,Miracles,
3,Thomas Lancaster,Infect,,Lost,1,2,0,Miles Wallio,Goblins,
3,Philip Luecke,Tezzeret,Grixis,Lost,0,2,0,Justin Hrala,Eldrazi,
3,Bill Li,Death and Taxes,,Won,2,0,0,Alex Ford,Manaless Dredge,
3,Nathan Lickteig,Stiflenought,BUG,Lost,1,2,0,Paul Blake,BUG Delver,
3,Scott Masterson,Infect,,Won,2,0,0,Michael Reimer,Death and Taxes,
3,Rudy Maynard,4c Loam,,Won,2,0,0,Richard Neal,4c Control,
3,Brenden Mcbain,Imperial Painter,,Won,2,1,0,Christopher Fornace,BUG Midrange,
3,Greg Mitchell,Tin Fins,,Won,2,1,0,Marty Clark,Death and Taxes,
3,Richard Neal,4c Control,,Lost,0,2,0,Rudy Maynard,4c Loam,
3,Larry Olson,Tezzeret,Grixis,Lost,1,2,0,Karl Spreine,BUG Midrange,
3,Dylan Petter,Miracles,,Won,2,1,0,Alex Scott,Death and Taxes,
3,Nick Ragazzo,Death and Taxes,,Lost,0,2,0,Shawn Tabrizi,Grixis Delver,
3,Michael Reimer,Death and Taxes,,Lost,0,2,0,Scott Masterson,Infect,
3,Ian Ryan,ANT,,Lost,1,2,0,Mike Kiesel,Tin Fins,
3,Colton Sandford,BUG Midrange,,Won,2,0,0,Jamal Sims,Manaless Dredge,
3,Alex Scott,Death and Taxes,,Lost,1,2,0,Dylan Petter,Miracles,
3,Jamal Sims,Manaless Dredge,,Lost,0,2,0,Colton Sandford,BUG Midrange,
3,Matt Sokolowsky,Miracles,,Lost,1,2,0,Kyle Brady,Death and Taxes,
3,Christopher Sorenson,Death and Taxes,,Won,2,0,0,Andy Stowell,Dragon Stompy,
3,Karl Spreine,BUG Midrange,,Won,2,1,0,Larry Olson,Tezzeret,Grixis
3,Andy Stowell,Dragon Stompy,,Lost,0,2,0,Christopher Sorenson,Death and Taxes,
3,Shawn Tabrizi,Grixis Delver,,Won,2,0,0,Nick Ragazzo,Death and Taxes,
3,Tristan Taylor,Turbo Depths,,Won,2,1,0,Michael Eades,BUG Delver,
3,Michael Wallio,Burn,,Lost,1,2,0,Percy Fang,BUG Delver,
3,Miles Wallio,Goblins,,Won,2,1,0,Thomas Lancaster,Infect,
3,Timothy Wilder,Miracles,,Won,2,0,0,James Johnson,ANT,
3,Grant Williamson,ANT,,Lost,0,2,0,Derrick Jones,Miracles,
3,Glenna Wills,Nic Fit,BG,Lost,0,2,0,Connor Gracia,Infect,
3,Andrew Wysocki,Reanimator,,Won,2,0,0,Jeff Brady,Burn,
3,Shawn Yu,Miracles,,Won,2,1,0,Case Kiyonaga,Eldrazi,White
4,Brian Bennett,Omni-Sneak,,Lost,1,2,0,Timothy Wilder,Miracles,
4,Paul Blake,BUG Delver,,Won,2,0,0,Larry Olson,Tezzeret,Grixis
4,Collin Brady,Miracles,,Won,2,0,0,Colton Sandford,BUG Midrange,
4,Jeff Brady,Burn,,Lost,0,2,0,Alex Ford,Manaless Dredge,
4,Kyle Brady,Death and Taxes,,Lost,0,2,0,Bill Li,Death and Taxes,
4,Marty Clark,Death and Taxes,,Lost,1,2,0,Miles Wallio,Goblins,
4,Michael Eades,BUG Delver,,Won,2,1,0,Nathan Lickteig,Stiflenought,BUG
4,Jeremy Edwards,Moon Stompy,,Won,2,1,0,Rudy Maynard,4c Loam,
4,Percy Fang,BUG Delver,,Lost,1,2,0,Andy Stowell,Dragon Stompy,
4,Alex Ford,Manaless Dredge,,Won,2,0,0,Jeff Brady,Burn,
4,Christopher Fornace,BUG Midrange,,Lost,0,2,0,Matt Sokolowsky,Miracles,
4,Daniel Goh,Death and Taxes,,Lost,0,2,0,Shawn Yu,Miracles,
4,Connor Gracia,Infect,,Lost,0,2,0,Grant Williamson,ANT,
4,Matt Hansen,Shardless BUG,,Won,2,0,0,Philip Luecke,Tezzeret,Grixis
4,Justin Hrala,Eldrazi,,Lost,1,2,0,Case Kiyonaga,Eldrazi,White
4,Conor Jacob,Jund,Punishing,Lost,1,2,0,Tristan Taylor,Turbo Depths,
4,James Johnson,ANT,,Lost,0,2,0,Greg Mitchell,Tin Fins,
4,Derrick Jones,Miracles,,Won,2,1,0,Dylan Petter,Miracles,
4,Mike Kiesel,Tin Fins,,Lost,1,2,0,Nick Ragazzo,Death and Taxes,
4,Case Kiyonaga,Eldrazi,White,Won,2,1,0,Justin Hrala,Eldrazi,
4,Philip Luecke,Tezzeret,Grixis,Lost,0,2,0,Matt Hansen,Shardless BUG,
4,Bill Li,Death and Taxes,,Won,2,0,0,Kyle Brady,Death and Taxes,
4,Nathan Lickteig,Stiflenought,BUG,Lost,1,2,0,Michael Eades,BUG Delver,
4,Scott Masterson,Infect,,Lost,0,2,0,Ian Ryan,ANT,
4,Rudy Maynard,4c Loam,,Lost,1,2,0,Jeremy Edwards,Moon Stompy,
4,Brenden Mcbain,Imperial Painter,,Lost,0,2,0,Andrew Wysocki,Reanimator,
4,Greg Mitchell,Tin Fins,,Won,2,0,0,James Johnson,ANT,
4,Larry Olson,Tezzeret,Grixis,Lost,0,2,0,Paul Blake,BUG Delver,
4,Dylan Petter,Miracles,,Lost,1,2,0,Derrick Jones,Miracles,
4,Nick Ragazzo,Death and Taxes,,Won,2,1,0,Mike Kiesel,Tin Fins,
4,Ian Ryan,ANT,,Won,2,0,0,Scott Masterson,Infect,
4,Colton Sandford,BUG Midrange,,Lost,0,2,0,Collin Brady,Miracles,
4,Alex Scott,Death and Taxes,,Lost,1,2,0,Jamal Sims,Manaless Dredge,
4,Jamal Sims,Manaless Dredge,,Won,2,1,0,Alex Scott,Death and Taxes,
4,Matt Sokolowsky,Miracles,,Won,2,0,0,Christopher Fornace,BUG Midrange,
4,Christopher Sorenson,Death and Taxes,,Won,2,1,0,Shawn Tabrizi,Grixis Delver,
4,Karl Spreine,BUG Midrange,,Lost,0,2,0,Michael Wallio,Burn,
4,Andy Stowell,Dragon Stompy,,Won,2,1,0,Percy Fang,BUG Delver,
4,Shawn Tabrizi,Grixis Delver,,Lost,1,2,0,Christopher Sorenson,Death and Taxes,
4,Tristan Taylor,Turbo Depths,,Won,2,1,0,Conor Jacob,Jund,Punishing
4,Michael Wallio,Burn,,Won,2,0,0,Karl Spreine,BUG Midrange,
4,Miles Wallio,Goblins,,Won,2,1,0,Marty Clark,Death and Taxes,
4,Timothy Wilder,Miracles,,Won,2,1,0,Brian Bennett,Omni-Sneak,
4,Grant Williamson,ANT,,Won,2,0,0,Connor Gracia,Infect,
4,Andrew Wysocki,Reanimator,,Won,2,0,0,Brenden Mcbain,Imperial Painter,
4,Shawn Yu,Miracles,,Won,2,0,0,Daniel Goh,Death and Taxes,
5,Brian Bennett,Omni-Sneak,,Won,2,0,0,Andy Stowell,Dragon Stompy,
5,Paul Blake,BUG Delver,,Lost,0,2,0,Alex Ford,Manaless Dredge,
5,Collin Brady,Miracles,,Lost,1,2,0,Jeremy Edwards,Moon Stompy,
5,Jeff Brady,Burn,,Lost,1,2,0,Christopher Fornace,BUG Midrange,
5,Kyle Brady,Death and Taxes,,Lost,1,2,0,Brenden Mcbain,Imperial Painter,
5,Marty Clark,Death and Taxes,,Lost,0,2,0,Karl Spreine,BUG Midrange,
5,Michael Eades,BUG Delver,,Won,2,1,0,Larry Olson,Tezzeret,Grixis
5,Jeremy Edwards,Moon Stompy,,Won,2,1,0,Collin Brady,Miracles,
5,Percy Fang,BUG Delver,,ID,0,0,1,Shawn Yu,Miracles,
5,Alex Ford,Manaless Dredge,,Won,2,0,0,Paul Blake,BUG Delver,
5,Christopher Fornace,BUG Midrange,,Won,2,1,0,Jeff Brady,Burn,
5,Daniel Goh,Death and Taxes,,Lost,1,2,0,Greg Mitchell,Tin Fins,
5,Matt Hansen,Shardless BUG,,Won,2,0,0,Justin Hrala,Eldrazi,
5,Justin Hrala,Eldrazi,,Lost,0,2,0,Matt Hansen,Shardless BUG,
5,Conor Jacob,Jund,Punishing,Lost,0,2,0,James Johnson,ANT,
5,James Johnson,ANT,,Won,2,0,0,Conor Jacob,Jund,Punishing
5,Derrick Jones,Miracles,,Lost,1,2,0,Shawn Tabrizi,Grixis Delver,
5,Mike Kiesel,Tin Fins,,Lost,1,2,0,Colton Sandford,BUG Midrange,
5,Case Kiyonaga,Eldrazi,White,Won,2,0,0,Tristan Taylor,Turbo Depths,
5,Philip Luecke,Tezzeret,Grixis,Won,1,0,0,Alex Scott,Death and Taxes,
5,Bill Li,Death and Taxes,,Lost,0,2,0,Michael Wallio,Burn,
5,Brenden Mcbain,Imperial Painter,,Won,2,1,0,Kyle Brady,Death and Taxes,
5,Greg Mitchell,Tin Fins,,Won,2,1,0,Daniel Goh,Death and Taxes,
5,Larry Olson,Tezzeret,Grixis,Lost,1,2,0,Michael Eades,BUG Delver,
5,Dylan Petter,Miracles,,Drew,1,1,0,Miles Wallio,Goblins,
5,Nick Ragazzo,Death and Taxes,,Won,2,0,0,Andrew Wysocki,Reanimator,
5,Ian Ryan,ANT,,Lost,0,2,0,Matt Sokolowsky,Miracles,
5,Colton Sandford,BUG Midrange,,Won,2,1,0,Mike Kiesel,Tin Fins,
5,Alex Scott,Death and Taxes,,Lost,0,1,0,Philip Luecke,Tezzeret,Grixis
5,Jamal Sims,Manaless Dredge,,Won,2,0,0,Grant Williamson,ANT,
5,Matt Sokolowsky,Miracles,,Won,2,0,0,Ian Ryan,ANT,
5,Christopher Sorenson,Death and Taxes,,ID,0,0,1,Timothy Wilder,Miracles,
5,Karl Spreine,BUG Midrange,,Won,2,0,0,Marty Clark,Death and Taxes,
5,Andy Stowell,Dragon Stompy,,Lost,0,2,0,Brian Bennett,Omni-Sneak,
5,Shawn Tabrizi,Grixis Delver,,Won,2,1,0,Derrick Jones,Miracles,
5,Tristan Taylor,Turbo Depths,,Lost,0,2,0,Case Kiyonaga,Eldrazi,White
5,Michael Wallio,Burn,,Won,2,0,0,Bill Li,Death and Taxes,
5,Miles Wallio,Goblins,,Drew,1,1,0,Dylan Petter,Miracles,
5,Timothy Wilder,Miracles,,ID,0,0,1,Christopher Sorenson,Death and Taxes,
5,Grant Williamson,ANT,,Lost,0,2,0,Jamal Sims,Manaless Dredge,
5,Andrew Wysocki,Reanimator,,Lost,0,2,0,Nick Ragazzo,Death and Taxes,
5,Shawn Yu,Miracles,,ID,0,0,1,Percy Fang,BUG Delver,
6,Brian Bennett,Omni-Sneak,,ID,0,0,1,Michael Wallio,Burn,
6,Paul Blake,BUG Delver,,Won,2,0,0,Miles Wallio,Goblins,
6,Collin Brady,Miracles,,Lost,1,2,0,Andy Stowell,Dragon Stompy,
6,Marty Clark,Death and Taxes,,Won,2,1,0,Alex Scott,Death and Taxes,
6,Jeremy Edwards,Moon Stompy,,Won,2,1,0,Greg Mitchell,Tin Fins,
6,Percy Fang,BUG Delver,,Lost,1,2,0,James Johnson,ANT,
6,Alex Ford,Manaless Dredge,,Won,2,0,0,Daniel Goh,Death and Taxes,
6,Christopher Fornace,BUG Midrange,,Lost,1,2,0,Justin Hrala,Eldrazi,
6,Daniel Goh,Death and Taxes,,Lost,0,2,0,Alex Ford,Manaless Dredge,
6,Matt Hansen,Shardless BUG,,Won,2,1,0,Jamal Sims,Manaless Dredge,
6,Justin Hrala,Eldrazi,,Won,2,1,0,Christopher Fornace,BUG Midrange,
6,James Johnson,ANT,,Won,2,1,0,Percy Fang,BUG Delver,
6,Derrick Jones,Miracles,,Lost,0,2,0,Andrew Wysocki,Reanimator,
6,Case Kiyonaga,Eldrazi,White,Won,2,1,0,Nick Ragazzo,Death and Taxes,
6,Philip Luecke,Tezzeret,Grixis,Won,2,0,0,Grant Williamson,ANT,
6,Bill Li,Death and Taxes,,Lost,1,2,0,Brenden Mcbain,Imperial Painter,
6,Brenden Mcbain,Imperial Painter,,Won,2,1,0,Bill Li,Death and Taxes,
6,Greg Mitchell,Tin Fins,,Lost,1,2,0,Jeremy Edwards,Moon Stompy,
6,Dylan Petter,Miracles,,Lost,0,2,0,Karl Spreine,BUG Midrange,
6,Nick Ragazzo,Death and Taxes,,Lost,1,2,0,Case Kiyonaga,Eldrazi,White
6,Colton Sandford,BUG Midrange,,Drew,1,1,0,Matt Sokolowsky,Miracles,
6,Alex Scott,Death and Taxes,,Lost,1,2,0,Marty Clark,Death and Taxes,
6,Jamal Sims,Manaless Dredge,,Lost,1,2,0,Matt Hansen,Shardless BUG,
6,Matt Sokolowsky,Miracles,,Drew,1,1,0,Colton Sandford,BUG Midrange,
6,Christopher Sorenson,Death and Taxes,,ID,0,0,1,Shawn Yu,Miracles,
6,Karl Spreine,BUG Midrange,,Won,2,0,0,Dylan Petter,Miracles,
6,Andy Stowell,Dragon Stompy,,Won,2,1,0,Collin Brady,Miracles,
6,Shawn Tabrizi,Grixis Delver,,ID,0,0,1,Timothy Wilder,Miracles,
6,Michael Wallio,Burn,,ID,0,0,1,Brian Bennett,Omni-Sneak,
6,Miles Wallio,Goblins,,Lost,0,2,0,Paul Blake,BUG Delver,
6,Timothy Wilder,Miracles,,ID,0,0,1,Shawn Tabrizi,Grixis Delver,
6,Grant Williamson,ANT,,Lost,0,2,0,Philip Luecke,Tezzeret,Grixis
6,Andrew Wysocki,Reanimator,,Won,2,0,0,Derrick Jones,Miracles,
6,Shawn Yu,Miracles,,ID,0,0,1,Christopher Sorenson,Death and Taxes,
Q,Brian Bennett,Omni-Sneak,,Lost,1,2,0,Christopher Sorenson,Death and Taxes,
Q,Jeremy Edwards,Moon Stompy,,Lost,1,2,0,Michael Wallio,Burn,
Q,Case Kiyonaga,Eldrazi,White,Lost,0,2,0,Shawn Tabrizi,Grixis Delver,
Q,Christopher Sorenson,Death and Taxes,,Won,2,1,0,Brian Bennett,Omni-Sneak,
Q,Shawn Tabrizi,Grixis Delver,,Won,2,0,0,Case Kiyonaga,Eldrazi,White
Q,Michael Wallio,Burn,,Won,2,1,0,Jeremy Edwards,Moon Stompy,
Q,Timothy Wilder,Miracles,,Lost,0,2,0,Shawn Yu,Miracles,
Q,Shawn Yu,Miracles,,Won,2,0,0,Timothy Wilder,Miracles,
S,Christopher Sorenson,Death and Taxes,,Lost,1,2,0,Michael Wallio,Burn,
S,Shawn Tabrizi,Grixis Delver,,Won,2,1,0,Shawn Yu,Miracles,
S,Michael Wallio,Burn,,Won,2,1,0,Christopher Sorenson,Death and Taxes,
S,Shawn Yu,Miracles,,Lost,1,2,0,Shawn Tabrizi,Grixis Delver,
F,Shawn Tabrizi,Grixis Delver,,Lost,1,2,0,Michael Wallio,Burn,
F,Michael Wallio,Burn,,Won,2,1,0,Shawn Tabrizi,Grixis Delver,
