Round,Player,Archetype,Sub Archetype,Result,Won,Lost,Drew,Opponent,Archetype,Sub Archetype
3,Jacob Roberts,Bant Deathblade,,Lost,1,2,0,Bill Li,Death and Taxes,
3,Alex Scott,Deadguy Ale,,Won,2,0,0,Josh Monks,Death and Taxes,
3,David Scott,Miracles,,Lost,0,2,0,Daniel Goh,Bant Deathblade,
3,Karl Spreine,Death and Taxes,,Won,2,0,0,Leo Zoeckler,Ninja Landstill,
3,Chris Van Meter,BR Reanimator,,Won,2,0,0,Nikos Kofinas,Shardless BUG,
3,Kelvin Wallace,Grixis Delver,,Lost,0,2,0,Garth Brewe,Burn,
3,Michael Wallio,Burn,,Lost,0,2,0,Natnael Abate,Grixis Delver,
3,Miles Wallio,Elves,,Won,2,1,0,Sean Catanese,Nether Vial,
3,Tim Wilder,Death and Taxes,,Lost,0,2,0,Thomas Lancaster,Infect,
3,Kris Williams,Jund,Punishing,Drew,1,1,0,Christopher Fornace,BUG Delver,Death's Shadow
3,Tyrel Woods,Grixis Delver,,Won,2,1,0,Jarrod Hamerly,Noble Duke,
3,Leo Zoeckler,Ninja Landstill,,Lost,0,2,0,Karl Spreine,Death and Taxes,
4,Natnael Abate,Grixis Delver,,Won,2,1,0,Bill Li,Death and Taxes,
4,Tony Bakkala,Sneak and Show,Omni,Lost,0,2,0,Karl Spreine,Death and Taxes,
4,Garth Brewe,Burn,,Won,2,0,0,Chris Van Meter,BR Reanimator,
4,Sean Catanese,Nether Vial,,Won,2,0,0,Joseph Christensen,BR Reanimator,
4,Michael Chonka,BR Reanimator,,Lost,1,2,0,Kelvin Wallace,Grixis Delver,
4,Joseph Christensen,BR Reanimator,,Lost,0,2,0,Sean Catanese,Nether Vial,
4,Martin Clark,BR Reanimator,,Won,2,0,0,Jacob Roberts,Bant Deathblade,
4,Axel Cobb,BR Reanimator,,Lost,1,2,0,Alex Scott,Deadguy Ale,
4,Ryan Coverdale,ANT,,Lost,1,2,0,Nikos Kofinas,Shardless BUG,
4,Jeremy Edwards,Eldrazi,12-Post,Lost,0,2,0,Adam Prusa,TES,
4,Christopher Fornace,BUG Delver,Death's Shadow,Lost,0,2,0,Mike Kiesel,BUG Delver,
4,Daniel Goh,Bant Deathblade,,Lost,1,2,0,Chance Mcdougal,Jund,Punishing
4,Jarrod Hamerly,Noble Duke,,Lost,1,2,0,Justin Hrala,Eldrazi,
4,Ben Haun,Death and Taxes,,Drew,1,1,0,David Scott,Miracles,
4,Justin Hrala,Eldrazi,,Won,2,1,0,Jarrod Hamerly,Noble Duke,
4,Mike Kiesel,BUG Delver,,Won,2,0,0,Christopher Fornace,BUG Delver,Death's Shadow
4,Nikos Kofinas,Shardless BUG,,Won,2,1,0,Ryan Coverdale,ANT,
4,Jesse Kunz,Sneak and Show,Omni,Lost,1,2,0,Greg Mitchell,Miracles,
4,Thomas Lancaster,Infect,,Won,2,0,0,Tyrel Woods,Grixis Delver,
4,Bill Li,Death and Taxes,,Lost,1,2,0,Natnael Abate,Grixis Delver,
4,Rudy Maynard,4c Loam,,Lost,0,2,0,Michael Wallio,Burn,
4,Chance Mcdougal,Jund,Punishing,Won,2,1,0,Daniel Goh,Bant Deathblade,
4,Greg Mitchell,Miracles,,Won,2,1,0,Jesse Kunz,Sneak and Show,Omni
4,Adam Prusa,TES,,Won,2,0,0,Jeremy Edwards,Eldrazi,12-Post
4,Joe Ricci,UB Tezzeret,,Lost,0,2,0,Miles Wallio,Elves,
4,Jacob Roberts,Bant Deathblade,,Lost,0,2,0,Martin Clark,BR Reanimator,
4,Alex Scott,Deadguy Ale,,Won,2,1,0,Axel Cobb,BR Reanimator,
4,David Scott,Miracles,,Drew,1,1,0,Ben Haun,Death and Taxes,
4,Karl Spreine,Death and Taxes,,Won,2,0,0,Tony Bakkala,Sneak and Show,Omni
4,Chris Van Meter,BR Reanimator,,Lost,0,2,0,Garth Brewe,Burn,
4,Kelvin Wallace,Grixis Delver,,Won,2,1,0,Michael Chonka,BR Reanimator,
4,Michael Wallio,Burn,,Won,2,0,0,Rudy Maynard,4c Loam,
4,Miles Wallio,Elves,,Won,2,0,0,Joe Ricci,UB Tezzeret,
4,Tim Wilder,Death and Taxes,,Lost,1,2,0,Kris Williams,Jund,Punishing
4,Kris Williams,Jund,Punishing,Won,2,1,0,Tim Wilder,Death and Taxes,
4,Tyrel Woods,Grixis Delver,,Lost,0,2,0,Thomas Lancaster,Infect,
5,Natnael Abate,Grixis Delver,,Won,2,1,0,Alex Scott,Deadguy Ale,
5,Tony Bakkala,Sneak and Show,Omni,Lost,0,2,0,Ryan Coverdale,ANT,
5,Garth Brewe,Burn,,ID,0,0,1,Greg Mitchell,Miracles,
5,Sean Catanese,Nether Vial,,Lost,0,2,0,Jeremy Edwards,Eldrazi,12-Post
5,Michael Chonka,BR Reanimator,,Won,2,0,0,Tyrel Woods,Grixis Delver,
5,Joseph Christensen,BR Reanimator,,Lost,1,2,0,Ben Haun,Death and Taxes,
5,Martin Clark,BR Reanimator,,Lost,0,2,0,Chris Van Meter,BR Reanimator,
5,Axel Cobb,BR Reanimator,,Lost,1,2,0,Rudy Maynard,4c Loam,
5,Ryan Coverdale,ANT,,Won,2,0,0,Tony Bakkala,Sneak and Show,Omni
5,Jeremy Edwards,Eldrazi,12-Post,Won,2,0,0,Sean Catanese,Nether Vial,
5,Christopher Fornace,BUG Delver,Death's Shadow,Won,2,0,0,Tim Wilder,Death and Taxes,
5,Daniel Goh,Bant Deathblade,,Lost,1,2,0,Justin Hrala,Eldrazi,
5,Ben Haun,Death and Taxes,,Won,2,1,0,Joseph Christensen,BR Reanimator,
5,Justin Hrala,Eldrazi,,Won,2,1,0,Daniel Goh,Bant Deathblade,
5,Mike Kiesel,BUG Delver,,Lost,1,2,0,Michael Wallio,Burn,
5,Nikos Kofinas,Shardless BUG,,Won,2,0,0,Chance Mcdougal,Jund,Punishing
5,Jesse Kunz,Sneak and Show,Omni,Won,2,1,0,Adam Prusa,TES,
5,Thomas Lancaster,Infect,,Won,2,1,0,Bill Li,Death and Taxes,
5,Bill Li,Death and Taxes,,Lost,1,2,0,Thomas Lancaster,Infect,
5,Rudy Maynard,4c Loam,,Won,2,1,0,Axel Cobb,BR Reanimator,
5,Chance Mcdougal,Jund,Punishing,Lost,0,2,0,Nikos Kofinas,Shardless BUG,
5,Greg Mitchell,Miracles,,ID,0,0,1,Garth Brewe,Burn,
5,Adam Prusa,TES,,Lost,1,2,0,Jesse Kunz,Sneak and Show,Omni
5,Alex Scott,Deadguy Ale,,Lost,1,2,0,Natnael Abate,Grixis Delver,
5,David Scott,Miracles,,Bye,,,,,,
5,Karl Spreine,Death and Taxes,,Lost,0,2,0,Miles Wallio,Elves,
5,Chris Van Meter,BR Reanimator,,Won,2,0,0,Martin Clark,BR Reanimator,
5,Kelvin Wallace,Grixis Delver,,Won,2,1,0,Kris Williams,Jund,Punishing
5,Michael Wallio,Burn,,Won,2,1,0,Mike Kiesel,BUG Delver,
5,Miles Wallio,Elves,,Won,2,0,0,Karl Spreine,Death and Taxes,
5,Tim Wilder,Death and Taxes,,Lost,0,2,0,Christopher Fornace,BUG Delver,Death's Shadow
5,Kris Williams,Jund,Punishing,Lost,1,2,0,Kelvin Wallace,Grixis Delver,
5,Tyrel Woods,Grixis Delver,,Lost,0,2,0,Michael Chonka,BR Reanimator,
6,Natnael Abate,Grixis Delver,,ID,0,0,1,Garth Brewe,Burn,
6,Garth Brewe,Burn,,ID,0,0,1,Natnael Abate,Grixis Delver,
6,Michael Chonka,BR Reanimator,,Won,2,1,0,Bill Li,Death and Taxes,
6,Martin Clark,BR Reanimator,,Won,2,0,0,Jesse Kunz,Sneak and Show,Omni
6,Jeremy Edwards,Eldrazi,12-Post,Won,2,1,0,Karl Spreine,Death and Taxes,
6,Christopher Fornace,BUG Delver,Death's Shadow,Won,2,0,0,Adam Prusa,TES,
6,Daniel Goh,Bant Deathblade,,Bye,,,,,,
6,Ben Haun,Death and Taxes,,Lost,0,2,0,Tim Wilder,Death and Taxes,
6,Justin Hrala,Eldrazi,,Lost,0,2,0,Miles Wallio,Elves,
6,Nikos Kofinas,Shardless BUG,,Lost,0,2,0,Thomas Lancaster,Infect,
6,Jesse Kunz,Sneak and Show,Omni,Lost,0,2,0,Martin Clark,BR Reanimator,
6,Thomas Lancaster,Infect,,Won,2,0,0,Nikos Kofinas,Shardless BUG,
6,Bill Li,Death and Taxes,,Lost,1,2,0,Michael Chonka,BR Reanimator,
6,Rudy Maynard,4c Loam,,Won,2,0,0,Alex Scott,Deadguy Ale,
6,Greg Mitchell,Miracles,,ID,0,0,1,Chris Van Meter,BR Reanimator,
6,Adam Prusa,TES,,Lost,0,2,0,Christopher Fornace,BUG Delver,Death's Shadow
6,Alex Scott,Deadguy Ale,,Lost,0,2,0,Rudy Maynard,4c Loam,
6,Karl Spreine,Death and Taxes,,Lost,1,2,0,Jeremy Edwards,Eldrazi,12-Post
6,Chris Van Meter,BR Reanimator,,ID,0,0,1,Greg Mitchell,Miracles,
6,Kelvin Wallace,Grixis Delver,,ID,0,0,1,Michael Wallio,Burn,
6,Michael Wallio,Burn,,ID,0,0,1,Kelvin Wallace,Grixis Delver,
6,Miles Wallio,Elves,,Won,2,0,0,Justin Hrala,Eldrazi,
6,Tim Wilder,Death and Taxes,,Won,2,0,0,Ben Haun,Death and Taxes,
Q,Natnael Abate,Grixis Delver,,Lost,0,2,0,Michael Chonka,BR Reanimator,
Q,Garth Brewe,Burn,,Won,2,0,0,Michael Wallio,Burn,
Q,Michael Chonka,BR Reanimator,,Won,2,0,0,Natnael Abate,Grixis Delver,
Q,Thomas Lancaster,Infect,,Lost,0,2,0,Kelvin Wallace,Grixis Delver,
Q,Greg Mitchell,Miracles,,Won,2,1,0,Chris Van Meter,BR Reanimator,
Q,Chris Van Meter,BR Reanimator,,Lost,1,2,0,Greg Mitchell,Miracles,
Q,Kelvin Wallace,Grixis Delver,,Won,2,0,0,Thomas Lancaster,Infect,
Q,Michael Wallio,Burn,,Lost,0,2,0,Garth Brewe,Burn,
S,Garth Brewe,Burn,,Won,2,1,0,Kelvin Wallace,Grixis Delver,
S,Michael Chonka,BR Reanimator,,Lost,1,2,0,Greg Mitchell,Miracles,
S,Greg Mitchell,Miracles,,Won,2,1,0,Michael Chonka,BR Reanimator,
S,Kelvin Wallace,Grixis Delver,,Lost,1,2,0,Garth Brewe,Burn,
F,Garth Brewe,Burn,,Won,2,0,0,Greg Mitchell,Miracles,
F,Greg Mitchell,Miracles,,Lost,0,2,0,Garth Brewe,Burn,
