Round,Player,Archetype,Sub Archetype,Result,Won,Lost,Drew,Opponent,Archetype,Sub Archetype
2,Jordan Aisaka,Jeskai Old-School,,Won,2,1,0,Dalton Hike,Sneak & Show,
2,Bryce Bartl-geller,Elves,,Won,2,1,0,Jacob Roberts,Grixis Delver,
2,Brian Bennett,Sneak & Show,,Won,2,1,0,Jeremy Edwards,Burn,
2,Garth Brewe,Burn,,Won,2,0,0,Evan Whitfield,Death & Taxes,
2,Steven Britton,Aluren,,Lost,1,2,0,Chad Warford,Turbo Depths,
2,Joel Brown,Death & Taxes,,Lost,0,2,0,Daniel Smith,Death & Taxes,
2,Drake Campbell,Tezzerator,,Lost,0,2,0,Tim Wilder,Czech Pile,
2,Joseph Christensen,Eldrazi,,Lost,0,2,0,Ross Ebbay,Mono W Eldrazi,
2,Alonso Cisternas,Jund,,Lost,0,2,0,Raul Mendoza,Reanimator,RB
2,Jason Crone,Mono W Eldrazi,,Lost,1,2,0,Leo Zoeckler,Aggro Loam,
2,Aaron Crosett,Sneak & Show,,Won,2,1,0,Miles Wallio,Elves,
2,Thomas Dowd,Burn,,Won,2,1,0,Michael Tessier,Red Moon Rising,
2,Mark Sloane Ebbay,Death & Taxes,,Lost,0,2,0,Gary Mcneely,Elves,
2,Ross Ebbay,Mono W Eldrazi,,Won,2,0,0,Joseph Christensen,Eldrazi,
2,Jeremy Edwards,Burn,,Lost,1,2,0,Brian Bennett,Sneak & Show,
2,Isaac Espada,Burn,,Lost,1,2,0,Nick Ragazzo,Elves,
2,Milan Fillipi,Sultai Delver,,Lost,0,2,0,Brenden Mcbain,Lands,
2,Christopher Fornace,Czech Pile,God,Won,2,0,0,Zac Forshee,Punishing Maverick,
2,Zac Forshee,Punishing Maverick,,Lost,0,2,0,Christopher Fornace,Czech Pile,God
2,Mack Greene,Prison Breach,,Lost,1,2,0,Josh Monks,Grixis Delver,
2,Leighton Haglund,Storm,,Lost,0,2,0,Andy Stowell,Turbo Depths,
2,Yang He,Merfolk,,Won,2,0,0,Adam Prusa,Miracles,
2,Kai Hicks,Grixis Control,,Lost,0,2,0,James Johnson,Storm,Entomb
2,Dalton Hike,Sneak & Show,,Lost,1,2,0,Jordan Aisaka,Jeskai Old-School,
2,Justin Hrala,Eldrazi,Post,Lost,0,2,0,Barbara Mccann,Merfolk,
2,Samuel Hriljac,Miracles,,Drew,1,1,0,Matthew Staver,Lands,
2,Jim Huang,Miracles,,Drew,1,1,0,Christopher Wessel,Czech Pile,
2,James Johnson,Storm,Entomb,Won,2,0,0,Kai Hicks,Grixis Control,
2,Max Kahn,Mono W Eldrazi,,Won,2,1,0,Russell Martin,Miracles,
2,Bill Li,Burn,,Lost,1,2,0,Paul Riordan,Sultai Delver,
2,Jeff Lindner,Lands,,Lost,1,2,0,Michael Wallio,Burn,
2,Tom Lynch,Bant Solemnity,,Lost,0,2,0,Jose Ruiz,Storm,TES
2,Ed Mancebo,Infect,,Won,2,0,0,Dylan Petter,Miracles,
2,Russell Martin,Miracles,,Lost,1,2,0,Max Kahn,Mono W Eldrazi,
2,Brenden Mcbain,Lands,,Won,2,0,0,Milan Fillipi,Sultai Delver,
2,Barbara Mccann,Merfolk,,Won,2,0,0,Justin Hrala,Eldrazi,Post
2,Jake Mccune,Jund,Rabblemaster,Won,2,0,0,Robert Starke,Grixis Delver,
2,Gary Mcneely,Elves,,Won,2,0,0,Mark Sloane Ebbay,Death & Taxes,
2,Raul Mendoza,Reanimator,RB,Won,2,0,0,Alonso Cisternas,Jund,
2,Greg Mitchell,Czech Pile,,Won,2,1,0,Alex Scott,Dead Guy Ale,
2,Josh Monks,Grixis Delver,,Won,2,1,0,Mack Greene,Prison Breach,
2,Dan Mortensen,UR TITI,,Won,2,1,0,Randy Yao,Elves,
2,Tristan O'Loughlin,Sneak & Show,,Lost,0,2,0,David Scott,Burn,
2,Dylan Petter,Miracles,,Lost,0,2,0,Ed Mancebo,Infect,
2,Adam Prusa,Miracles,,Lost,0,2,0,Yang He,Merfolk,
2,Nick Ragazzo,Elves,,Won,2,1,0,Isaac Espada,Burn,
2,Andrew Reiman,Temur Delver,,Lost,0,2,0,Kelvin Wallace,Czech Pile,
2,Paul Riordan,Sultai Delver,,Won,2,1,0,Bill Li,Burn,
2,Jacob Roberts,Grixis Delver,,Lost,1,2,0,Bryce Bartl-geller,Elves,
2,Jose Ruiz,Storm,TES,Won,2,0,0,Tom Lynch,Bant Solemnity,
2,Alex Scott,Dead Guy Ale,,Lost,1,2,0,Greg Mitchell,Czech Pile,
2,David Scott,Burn,,Won,2,0,0,Tristan O'Loughlin,Sneak & Show,
2,Andrew Shimko,Aggro Loam,,Lost,1,2,0,Jeremy Thrasher,Aggro Loam,
2,Daniel Smith,Death & Taxes,,Won,2,0,0,Joel Brown,Death & Taxes,
2,Robert Starke,Grixis Delver,,Lost,0,2,0,Jake Mccune,Jund,Rabblemaster
2,Matthew Staver,Lands,,Drew,1,1,0,Samuel Hriljac,Miracles,
2,Andy Stowell,Turbo Depths,,Won,2,0,0,Leighton Haglund,Storm,
2,Michael Tessier,Red Moon Rising,,Lost,1,2,0,Thomas Dowd,Burn,
2,Jeremy Thrasher,Aggro Loam,,Won,2,1,0,Andrew Shimko,Aggro Loam,
2,Kelvin Wallace,Czech Pile,,Won,2,0,0,Andrew Reiman,Temur Delver,
2,Michael Wallio,Burn,,Won,2,1,0,Jeff Lindner,Lands,
2,Miles Wallio,Elves,,Lost,1,2,0,Aaron Crosett,Sneak & Show,
2,Chad Warford,Turbo Depths,,Won,2,1,0,Steven Britton,Aluren,
2,Christopher Wessel,Czech Pile,,Drew,1,1,0,Jim Huang,Miracles,
2,Evan Whitfield,Death & Taxes,,Lost,0,2,0,Garth Brewe,Burn,
2,Tim Wilder,Czech Pile,,Won,2,0,0,Drake Campbell,Tezzerator,
2,Randy Yao,Elves,,Lost,1,2,0,Dan Mortensen,UR TITI,
2,Leo Zoeckler,Aggro Loam,,Won,2,1,0,Jason Crone,Mono W Eldrazi,
3,Jordan Aisaka,Jeskai Old-School,,Won,2,0,0,Joel Brown,Death & Taxes,
3,Bryce Bartl-geller,Elves,,Won,2,0,0,Milan Fillipi,Sultai Delver,
3,Brian Bennett,Sneak & Show,,Won,2,0,0,Ross Ebbay,Mono W Eldrazi,
3,Garth Brewe,Burn,,Won,2,1,0,Dylan Petter,Miracles,
3,Steven Britton,Aluren,,Lost,1,2,0,Alonso Cisternas,Jund,
3,Joel Brown,Death & Taxes,,Lost,0,2,0,Jordan Aisaka,Jeskai Old-School,
3,Drake Campbell,Tezzerator,,Drew,1,1,0,Evan Whitfield,Death & Taxes,
3,Joseph Christensen,Eldrazi,,Won,2,0,0,Jeff Lindner,Lands,
3,Alonso Cisternas,Jund,,Won,2,1,0,Steven Britton,Aluren,
3,Jason Crone,Mono W Eldrazi,,Lost,0,2,0,Isaac Espada,Burn,
3,Aaron Crosett,Sneak & Show,,Won,2,0,0,Barbara Mccann,Merfolk,
3,Thomas Dowd,Burn,,Won,2,1,0,Kelvin Wallace,Czech Pile,
3,Mark Sloane Ebbay,Death & Taxes,,Won,2,0,0,Mack Greene,Prison Breach,
3,Ross Ebbay,Mono W Eldrazi,,Lost,0,2,0,Brian Bennett,Sneak & Show,
3,Jeremy Edwards,Burn,,Won,2,1,0,Robert Starke,Grixis Delver,
3,Isaac Espada,Burn,,Won,2,0,0,Jason Crone,Mono W Eldrazi,
3,Milan Fillipi,Sultai Delver,,Lost,0,2,0,Bryce Bartl-geller,Elves,
3,Christopher Fornace,Czech Pile,God,Drew,1,1,0,Kai Hicks,Grixis Control,
3,Zac Forshee,Punishing Maverick,,Lost,0,2,0,Leighton Haglund,Storm,
3,Mack Greene,Prison Breach,,Lost,0,2,0,Mark Sloane Ebbay,Death & Taxes,
3,Leighton Haglund,Storm,,Won,2,0,0,Zac Forshee,Punishing Maverick,
3,Yang He,Merfolk,,Won,2,1,0,Jeremy Thrasher,Aggro Loam,
3,Kai Hicks,Grixis Control,,Drew,1,1,0,Christopher Fornace,Czech Pile,God
3,Samuel Hriljac,Miracles,,Lost,1,2,0,Randy Yao,Elves,
3,Jim Huang,Miracles,,Lost,1,2,0,Jacob Roberts,Grixis Delver,
3,James Johnson,Storm,Entomb,Won,2,1,0,Daniel Smith,Death & Taxes,
3,Max Kahn,Mono W Eldrazi,,Won,2,0,0,Andy Stowell,Turbo Depths,
3,Jeff Lindner,Lands,,Lost,0,2,0,Joseph Christensen,Eldrazi,
3,Tom Lynch,Bant Solemnity,,Lost,1,2,0,Miles Wallio,Elves,
3,Ed Mancebo,Infect,,Lost,0,2,0,Brenden Mcbain,Lands,
3,Brenden Mcbain,Lands,,Won,2,0,0,Ed Mancebo,Infect,
3,Barbara Mccann,Merfolk,,Lost,0,2,0,Aaron Crosett,Sneak & Show,
3,Jake Mccune,Jund,Rabblemaster,Won,2,1,0,David Scott,Burn,
3,Gary Mcneely,Elves,,Lost,1,2,0,Michael Tessier,Red Moon Rising,
3,Raul Mendoza,Reanimator,RB,Lost,0,2,0,Dan Mortensen,UR TITI,
3,Greg Mitchell,Czech Pile,,Won,2,0,0,Nick Ragazzo,Elves,
3,Josh Monks,Grixis Delver,,Lost,0,2,0,Tristan O'Loughlin,Sneak & Show,
3,Dan Mortensen,UR TITI,,Won,2,0,0,Raul Mendoza,Reanimator,RB
3,Tristan O'Loughlin,Sneak & Show,,Won,2,0,0,Josh Monks,Grixis Delver,
3,Dylan Petter,Miracles,,Lost,1,2,0,Garth Brewe,Burn,
3,Adam Prusa,Miracles,,Lost,1,2,0,Andrew Reiman,Temur Delver,
3,Nick Ragazzo,Elves,,Lost,0,2,0,Greg Mitchell,Czech Pile,
3,Andrew Reiman,Temur Delver,,Won,2,1,0,Adam Prusa,Miracles,
3,Paul Riordan,Sultai Delver,,Won,2,1,0,Chad Warford,Turbo Depths,
3,Jacob Roberts,Grixis Delver,,Won,2,1,0,Jim Huang,Miracles,
3,Jose Ruiz,Storm,TES,Lost,0,2,0,Tim Wilder,Czech Pile,
3,Alex Scott,Dead Guy Ale,,Lost,0,2,0,Andrew Shimko,Aggro Loam,
3,David Scott,Burn,,Lost,1,2,0,Jake Mccune,Jund,Rabblemaster
3,Andrew Shimko,Aggro Loam,,Won,2,0,0,Alex Scott,Dead Guy Ale,
3,Daniel Smith,Death & Taxes,,Lost,1,2,0,James Johnson,Storm,Entomb
3,Robert Starke,Grixis Delver,,Lost,1,2,0,Jeremy Edwards,Burn,
3,Matthew Staver,Lands,,Lost,0,2,0,Christopher Wessel,Czech Pile,
3,Andy Stowell,Turbo Depths,,Lost,0,2,0,Max Kahn,Mono W Eldrazi,
3,Michael Tessier,Red Moon Rising,,Won,2,1,0,Gary Mcneely,Elves,
3,Jeremy Thrasher,Aggro Loam,,Lost,1,2,0,Yang He,Merfolk,
3,Kelvin Wallace,Czech Pile,,Lost,1,2,0,Thomas Dowd,Burn,
3,Michael Wallio,Burn,,Lost,1,2,0,Leo Zoeckler,Aggro Loam,
3,Miles Wallio,Elves,,Won,2,1,0,Tom Lynch,Bant Solemnity,
3,Chad Warford,Turbo Depths,,Lost,1,2,0,Paul Riordan,Sultai Delver,
3,Christopher Wessel,Czech Pile,,Won,2,0,0,Matthew Staver,Lands,
3,Evan Whitfield,Death & Taxes,,Drew,1,1,0,Drake Campbell,Tezzerator,
3,Tim Wilder,Czech Pile,,Won,2,0,0,Jose Ruiz,Storm,TES
3,Randy Yao,Elves,,Won,2,1,0,Samuel Hriljac,Miracles,
3,Leo Zoeckler,Aggro Loam,,Won,2,1,0,Michael Wallio,Burn,
4,Jordan Aisaka,Jeskai Old-School,,Won,2,1,0,Paul Riordan,Sultai Delver,
4,Bryce Bartl-geller,Elves,,Lost,1,2,0,Andrew Reiman,Temur Delver,
4,Brian Bennett,Sneak & Show,,Won,2,0,0,Greg Mitchell,Czech Pile,
4,Garth Brewe,Burn,,Lost,0,2,0,Tim Wilder,Czech Pile,
4,Joel Brown,Death & Taxes,,Lost,0,2,0,Dylan Petter,Miracles,
4,Drake Campbell,Tezzerator,,Lost,0,2,0,Jim Huang,Miracles,
4,Joseph Christensen,Eldrazi,,Lost,0,2,0,Randy Yao,Elves,
4,Alonso Cisternas,Jund,,Lost,0,2,0,Chad Warford,Turbo Depths,
4,Aaron Crosett,Sneak & Show,,Lost,0,2,0,Andrew Shimko,Aggro Loam,
4,Thomas Dowd,Burn,,Lost,1,2,0,James Johnson,Storm,Entomb
4,Mark Sloane Ebbay,Death & Taxes,,Lost,0,2,0,Robert Starke,Grixis Delver,
4,Ross Ebbay,Mono W Eldrazi,,Lost,0,2,0,Michael Tessier,Red Moon Rising,
4,Jeremy Edwards,Burn,,Lost,1,2,0,Nick Ragazzo,Elves,
4,Isaac Espada,Burn,,Won,2,0,0,Kelvin Wallace,Czech Pile,
4,Milan Fillipi,Sultai Delver,,Lost,0,2,0,Miles Wallio,Elves,
4,Christopher Fornace,Czech Pile,God,Lost,1,2,0,Jacob Roberts,Grixis Delver,
4,Leighton Haglund,Storm,,Lost,1,2,0,Josh Monks,Grixis Delver,
4,Yang He,Merfolk,,Won,2,0,0,Jake Mccune,Jund,Rabblemaster
4,Kai Hicks,Grixis Control,,Won,2,1,0,Christopher Wessel,Czech Pile,
4,Samuel Hriljac,Miracles,,Won,2,1,0,Tom Lynch,Bant Solemnity,
4,Jim Huang,Miracles,,Won,2,0,0,Drake Campbell,Tezzerator,
4,James Johnson,Storm,Entomb,Won,2,1,0,Thomas Dowd,Burn,
4,Max Kahn,Mono W Eldrazi,,Won,2,0,0,Dan Mortensen,UR TITI,
4,Tom Lynch,Bant Solemnity,,Lost,1,2,0,Samuel Hriljac,Miracles,
4,Ed Mancebo,Infect,,Won,2,0,0,Tristan O'Loughlin,Sneak & Show,
4,Brenden Mcbain,Lands,,Lost,1,2,0,Leo Zoeckler,Aggro Loam,
4,Barbara Mccann,Merfolk,,Lost,0,2,0,Evan Whitfield,Death & Taxes,
4,Jake Mccune,Jund,Rabblemaster,Lost,0,2,0,Yang He,Merfolk,
4,Gary Mcneely,Elves,,Lost,0,2,0,Jose Ruiz,Storm,TES
4,Raul Mendoza,Reanimator,RB,Lost,0,2,0,Andy Stowell,Turbo Depths,
4,Greg Mitchell,Czech Pile,,Lost,0,2,0,Brian Bennett,Sneak & Show,
4,Josh Monks,Grixis Delver,,Won,2,1,0,Leighton Haglund,Storm,
4,Dan Mortensen,UR TITI,,Lost,0,2,0,Max Kahn,Mono W Eldrazi,
4,Tristan O'Loughlin,Sneak & Show,,Lost,0,2,0,Ed Mancebo,Infect,
4,Dylan Petter,Miracles,,Won,2,0,0,Joel Brown,Death & Taxes,
4,Nick Ragazzo,Elves,,Won,2,1,0,Jeremy Edwards,Burn,
4,Andrew Reiman,Temur Delver,,Won,2,1,0,Bryce Bartl-geller,Elves,
4,Paul Riordan,Sultai Delver,,Lost,1,2,0,Jordan Aisaka,Jeskai Old-School,
4,Jacob Roberts,Grixis Delver,,Won,2,1,0,Christopher Fornace,Czech Pile,God
4,Jose Ruiz,Storm,TES,Won,2,0,0,Gary Mcneely,Elves,
4,David Scott,Burn,,Lost,1,2,0,Daniel Smith,Death & Taxes,
4,Andrew Shimko,Aggro Loam,,Won,2,0,0,Aaron Crosett,Sneak & Show,
4,Daniel Smith,Death & Taxes,,Won,2,1,0,David Scott,Burn,
4,Robert Starke,Grixis Delver,,Won,2,0,0,Mark Sloane Ebbay,Death & Taxes,
4,Andy Stowell,Turbo Depths,,Won,2,0,0,Raul Mendoza,Reanimator,RB
4,Michael Tessier,Red Moon Rising,,Won,2,0,0,Ross Ebbay,Mono W Eldrazi,
4,Jeremy Thrasher,Aggro Loam,,Won,2,1,0,Michael Wallio,Burn,
4,Kelvin Wallace,Czech Pile,,Lost,0,2,0,Isaac Espada,Burn,
4,Michael Wallio,Burn,,Lost,1,2,0,Jeremy Thrasher,Aggro Loam,
4,Miles Wallio,Elves,,Won,2,0,0,Milan Fillipi,Sultai Delver,
4,Chad Warford,Turbo Depths,,Won,2,0,0,Alonso Cisternas,Jund,
4,Christopher Wessel,Czech Pile,,Lost,1,2,0,Kai Hicks,Grixis Control,
4,Evan Whitfield,Death & Taxes,,Won,2,0,0,Barbara Mccann,Merfolk,
4,Tim Wilder,Czech Pile,,Won,2,0,0,Garth Brewe,Burn,
4,Randy Yao,Elves,,Won,2,0,0,Joseph Christensen,Eldrazi,
4,Leo Zoeckler,Aggro Loam,,Won,2,1,0,Brenden Mcbain,Lands,
5,Jordan Aisaka,Jeskai Old-School,,Lost,1,2,0,Randy Yao,Elves,
5,Bryce Bartl-geller,Elves,,Lost,1,2,0,Kai Hicks,Grixis Control,
5,Brian Bennett,Sneak & Show,,Won,2,1,0,James Johnson,Storm,Entomb
5,Garth Brewe,Burn,,Lost,0,2,0,Kelvin Wallace,Czech Pile,
5,Joseph Christensen,Eldrazi,,Lost,1,2,0,Michael Wallio,Burn,
5,Thomas Dowd,Burn,,Won,2,1,0,Tim Wilder,Czech Pile,
5,Mark Sloane Ebbay,Death & Taxes,,Lost,0,2,0,Leighton Haglund,Storm,
5,Ross Ebbay,Mono W Eldrazi,,Won,2,0,0,Jeremy Edwards,Burn,
5,Jeremy Edwards,Burn,,Lost,0,2,0,Ross Ebbay,Mono W Eldrazi,
5,Isaac Espada,Burn,,Lost,0,2,0,Ed Mancebo,Infect,
5,Milan Fillipi,Sultai Delver,,Won,2,1,0,Barbara Mccann,Merfolk,
5,Christopher Fornace,Czech Pile,God,Won,2,0,0,Christopher Wessel,Czech Pile,
5,Leighton Haglund,Storm,,Won,2,0,0,Mark Sloane Ebbay,Death & Taxes,
5,Yang He,Merfolk,,Won,2,0,0,Leo Zoeckler,Aggro Loam,
5,Kai Hicks,Grixis Control,,Won,2,1,0,Bryce Bartl-geller,Elves,
5,Samuel Hriljac,Miracles,,Won,2,1,0,Evan Whitfield,Death & Taxes,
5,James Johnson,Storm,Entomb,Lost,1,2,0,Brian Bennett,Sneak & Show,
5,Max Kahn,Mono W Eldrazi,,Won,2,0,0,Greg Mitchell,Czech Pile,
5,Tom Lynch,Bant Solemnity,,Won,2,0,0,Raul Mendoza,Reanimator,RB
5,Ed Mancebo,Infect,,Won,2,0,0,Isaac Espada,Burn,
5,Brenden Mcbain,Lands,,Won,2,1,0,Nick Ragazzo,Elves,
5,Barbara Mccann,Merfolk,,Lost,1,2,0,Milan Fillipi,Sultai Delver,
5,Jake Mccune,Jund,Rabblemaster,Lost,1,2,0,Daniel Smith,Death & Taxes,
5,Raul Mendoza,Reanimator,RB,Lost,0,2,0,Tom Lynch,Bant Solemnity,
5,Greg Mitchell,Czech Pile,,Lost,0,2,0,Max Kahn,Mono W Eldrazi,
5,Josh Monks,Grixis Delver,,Lost,1,2,0,Jose Ruiz,Storm,TES
5,Dan Mortensen,UR TITI,,Won,2,0,0,Jacob Roberts,Grixis Delver,
5,Tristan O'Loughlin,Sneak & Show,,Lost,1,2,0,Paul Riordan,Sultai Delver,
5,Dylan Petter,Miracles,,Lost,1,2,0,David Scott,Burn,
5,Nick Ragazzo,Elves,,Lost,1,2,0,Brenden Mcbain,Lands,
5,Andrew Reiman,Temur Delver,,Won,2,0,0,Jeremy Thrasher,Aggro Loam,
5,Paul Riordan,Sultai Delver,,Won,2,1,0,Tristan O'Loughlin,Sneak & Show,
5,Jacob Roberts,Grixis Delver,,Lost,0,2,0,Dan Mortensen,UR TITI,
5,Jose Ruiz,Storm,TES,Won,2,1,0,Josh Monks,Grixis Delver,
5,David Scott,Burn,,Won,2,1,0,Dylan Petter,Miracles,
5,Andrew Shimko,Aggro Loam,,Lost,0,2,0,Michael Tessier,Red Moon Rising,
5,Daniel Smith,Death & Taxes,,Won,2,1,0,Jake Mccune,Jund,Rabblemaster
5,Robert Starke,Grixis Delver,,Won,2,1,0,Andy Stowell,Turbo Depths,
5,Andy Stowell,Turbo Depths,,Lost,1,2,0,Robert Starke,Grixis Delver,
5,Michael Tessier,Red Moon Rising,,Won,2,0,0,Andrew Shimko,Aggro Loam,
5,Jeremy Thrasher,Aggro Loam,,Lost,0,2,0,Andrew Reiman,Temur Delver,
5,Kelvin Wallace,Czech Pile,,Won,2,0,0,Garth Brewe,Burn,
5,Michael Wallio,Burn,,Won,2,1,0,Joseph Christensen,Eldrazi,
5,Miles Wallio,Elves,,Lost,1,2,0,Chad Warford,Turbo Depths,
5,Chad Warford,Turbo Depths,,Won,2,1,0,Miles Wallio,Elves,
5,Christopher Wessel,Czech Pile,,Lost,0,2,0,Christopher Fornace,Czech Pile,God
5,Evan Whitfield,Death & Taxes,,Lost,1,2,0,Samuel Hriljac,Miracles,
5,Tim Wilder,Czech Pile,,Lost,1,2,0,Thomas Dowd,Burn,
5,Randy Yao,Elves,,Won,2,1,0,Jordan Aisaka,Jeskai Old-School,
5,Leo Zoeckler,Aggro Loam,,Lost,0,2,0,Yang He,Merfolk,
6,Brian Bennett,Sneak & Show,,Drew,0,0,1,Yang He,Merfolk,
6,Joseph Christensen,Eldrazi,,Lost,1,2,0,Leighton Haglund,Storm,
6,Thomas Dowd,Burn,,Won,2,0,0,Randy Yao,Elves,
6,Mark Sloane Ebbay,Death & Taxes,,Won,2,0,0,Raul Mendoza,Reanimator,RB
6,Ross Ebbay,Mono W Eldrazi,,Lost,1,2,0,Jose Ruiz,Storm,TES
6,Jeremy Edwards,Burn,,Won,2,1,0,Miles Wallio,Elves,
6,Isaac Espada,Burn,,Won,2,0,0,Jake Mccune,Jund,Rabblemaster
6,Milan Fillipi,Sultai Delver,,Lost,1,2,0,Andy Stowell,Turbo Depths,
6,Christopher Fornace,Czech Pile,God,Lost,0,2,0,Samuel Hriljac,Miracles,
