Round,Player,Archetype,Sub Archetype,Result,Won,Lost,Drew,Opponent,Archetype,Sub Archetype
2,Stacy Munson,Shardless BUG,,Won,2,0,0,Jordan Short,Esper Deathblade,
2,Richard Neal,Bant,Stoneblade,Won,2,1,0,Jacob Roberts,Death and Taxes,
2,Daniel Nguyen,Elves,,Won,2,0,0,Samuel Hriljac,Miracles,Esper
2,Zac Ohnemus,Sneak and Show,,Won,2,1,0,Thomas Lancaster,Infect,
2,Solomon Ossa,4c Delver,,Lost,1,2,0,Nathan Lickteig,Stiflenought,
2,Stephen Peters,Miracles,,Lost,1,2,0,Garth Brewe,Burn,
2,Josh Powell,Tezzeret,Grixis,Lost,0,2,0,Shawn Tabrizi,Grixis Delver,
2,Adam Prusa,RG Lands,Jund,Won,2,0,0,Daniel Brittain,Grixis Delver,
2,Benjamin Ricahrds,4c Loam,,Won,2,1,0,Aaron Crosett,ANT,
2,Jacob Roberts,Death and Taxes,,Lost,1,2,0,Richard Neal,Bant,Stoneblade
2,Justin Rolfe-maloney,Miracles,,Lost,0,2,0,Ben Broadstone,Grixis Delver,
2,Brad Rutherford,Sneak and Show,,Lost,0,2,0,Robin Hartshorn,Shardless BUG,
2,Alex Scott,Deadguy Ale,,Won,2,1,0,Brad Foster,Death and Taxes,
2,Jordan Short,Esper Deathblade,,Lost,0,2,0,Stacy Munson,Shardless BUG,
2,Peter Smutko,Tezzeret,UW,Won,2,1,0,Sasha Herda,Zombardment,
2,Shawn Tabrizi,Grixis Delver,,Won,2,0,0,Josh Powell,Tezzeret,Grixis
2,James Wade,Esper Deathblade,,Won,2,1,0,Tj Flowers,Shardless BUG,
2,Michael Wallio,Burn,,Won,2,0,0,George Hormel,Death and Taxes,
2,Miles Wallio,Elves,,Lost,0,2,0,Conor Jacob,Miracles,
2,Tim Wilder,Shardless BUG,,Lost,1,2,0,Shawn Yu,Miracles,
2,Shawn Yu,Miracles,,Won,2,1,0,Tim Wilder,Shardless BUG,
2,Leo Zoeckler,Goblins,,Lost,0,2,0,Russell Martin,BR Reanimator,
3,Jordan Aisaka,UWR Stoneblade,,Lost,1,2,0,Martin Goldman-kirst,Aluren,
3,Michael Beck,Death and Taxes,,Won,2,0,0,Russell Martin,BR Reanimator,
3,Brian Bennett,Aluren,,Lost,0,2,0,Peter Cottell,Bant,Stoneblade
3,Garth Brewe,Burn,,Won,2,1,0,Brad Rutherford,Sneak and Show,
3,Daniel Brittain,Grixis Delver,,Won,2,0,0,Aaron Crosett,ANT,
3,Ben Broadstone,Grixis Delver,,Won,2,0,0,Ryan Coverdale,MUD,12-Post
3,Will Brooks,Belcher,,Lost,0,2,0,Nathan Lickteig,Stiflenought,
3,Sam Burdick,ANT,,Lost,0,2,0,Samuel Hriljac,Miracles,Esper
3,Sean Catanese,Der Netherlands,,Lost,0,2,0,Miles Wallio,Elves,
3,Peter Cottell,Bant,Stoneblade,Won,2,0,0,Brian Bennett,Aluren,
3,Ryan Coverdale,MUD,12-Post,Lost,0,2,0,Ben Broadstone,Grixis Delver,
3,Aaron Crosett,ANT,,Lost,0,2,0,Daniel Brittain,Grixis Delver,
3,Jeremy Edwards,Infect,,Lost,1,2,0,Shawn Tabrizi,Grixis Delver,
3,James Farnsworth-garel,Rogue,Land Hate,Lost,0,2,0,Justin Rolfe-maloney,Miracles,
3,Tj Flowers,Shardless BUG,,Won,2,0,0,Peter Smutko,Tezzeret,UW
3,Brad Foster,Death and Taxes,,Lost,1,2,0,Tim Wilder,Shardless BUG,
3,Daniel Goh,Death and Taxes,,Lost,1,2,0,Josh Monks,Death and Taxes,
3,Martin Goldman-kirst,Aluren,,Won,2,1,0,Jordan Aisaka,UWR Stoneblade,
3,Robin Hartshorn,Shardless BUG,,Won,2,0,0,Stacy Munson,Shardless BUG,
3,James Helms,4c Loam,,Won,2,0,0,Josh Powell,Tezzeret,Grixis
3,Sasha Herda,Zombardment,,Lost,0,2,0,Daniel Nguyen,Elves,
3,George Hormel,Death and Taxes,,Bye,,,,,,
3,Samuel Hriljac,Miracles,Esper,Won,2,0,0,Sam Burdick,ANT,
3,Conor Jacob,Miracles,,Lost,1,2,0,James Wade,Esper Deathblade,
3,James Johnson,RUG Delver,,Won,2,1,0,Solomon Ossa,4c Delver,
3,Aren Kasner,Merfolk,,Lost,1,2,0,Adam Prusa,RG Lands,Jund
3,Thomas Lancaster,Infect,,Won,2,0,0,Rudy Maynard,4c Loam,
3,Timothy Li,Death and Taxes,,Lost,1,2,0,Jordan Short,Esper Deathblade,
3,Nathan Lickteig,Stiflenought,,Won,2,0,0,Will Brooks,Belcher,
3,Ethan Lightfoot,Aluren,,Won,2,1,0,Zac Ohnemus,Sneak and Show,
3,Russell Martin,BR Reanimator,,Lost,0,2,0,Michael Beck,Death and Taxes,
3,Rudy Maynard,4c Loam,,Lost,0,2,0,Thomas Lancaster,Infect,
3,Erik Mickel,MUD,12-Post,Lost,0,2,0,Alex Scott,Deadguy Ale,
3,Josh Monks,Death and Taxes,,Won,2,1,0,Daniel Goh,Death and Taxes,
3,Stacy Munson,Shardless BUG,,Lost,0,2,0,Robin Hartshorn,Shardless BUG,
3,Richard Neal,Bant,Stoneblade,Lost,0,2,0,Shawn Yu,Miracles,
3,Daniel Nguyen,Elves,,Won,2,0,0,Sasha Herda,Zombardment,
3,Zac Ohnemus,Sneak and Show,,Lost,1,2,0,Ethan Lightfoot,Aluren,
3,Solomon Ossa,4c Delver,,Lost,1,2,0,James Johnson,RUG Delver,
3,Josh Powell,Tezzeret,Grixis,Lost,0,2,0,James Helms,4c Loam,
3,Adam Prusa,RG Lands,Jund,Won,2,1,0,Aren Kasner,Merfolk,
3,Benjamin Ricahrds,4c Loam,,Lost,0,2,0,Michael Wallio,Burn,
3,Jacob Roberts,Death and Taxes,,Won,2,1,0,Leo Zoeckler,Goblins,
3,Justin Rolfe-maloney,Miracles,,Won,2,0,0,James Farnsworth-garel,Rogue,Land Hate
3,Brad Rutherford,Sneak and Show,,Lost,1,2,0,Garth Brewe,Burn,
3,Alex Scott,Deadguy Ale,,Won,2,0,0,Erik Mickel,MUD,12-Post
3,Jordan Short,Esper Deathblade,,Won,2,1,0,Timothy Li,Death and Taxes,
3,Peter Smutko,Tezzeret,UW,Lost,0,2,0,Tj Flowers,Shardless BUG,
3,Shawn Tabrizi,Grixis Delver,,Won,2,1,0,Jeremy Edwards,Infect,
3,James Wade,Esper Deathblade,,Won,2,1,0,Conor Jacob,Miracles,
3,Michael Wallio,Burn,,Won,2,0,0,Benjamin Ricahrds,4c Loam,
3,Miles Wallio,Elves,,Won,2,0,0,Sean Catanese,Der Netherlands,
3,Tim Wilder,Shardless BUG,,Won,2,1,0,Brad Foster,Death and Taxes,
3,Shawn Yu,Miracles,,Won,2,0,0,Richard Neal,Bant,Stoneblade
3,Leo Zoeckler,Goblins,,Lost,1,2,0,Jacob Roberts,Death and Taxes,
4,Jordan Aisaka,UWR Stoneblade,,Lost,0,2,0,Timothy Li,Death and Taxes,
4,Michael Beck,Death and Taxes,,Lost,1,2,0,James Wade,Esper Deathblade,
4,Brian Bennett,Aluren,,Lost,0,2,0,Martin Goldman-kirst,Aluren,
4,Garth Brewe,Burn,,Won,2,0,0,Josh Monks,Death and Taxes,
4,Daniel Brittain,Grixis Delver,,Lost,0,2,0,Jeremy Edwards,Infect,
4,Ben Broadstone,Grixis Delver,,Lost,0,2,0,Adam Prusa,RG Lands,Jund
4,Will Brooks,Belcher,,Lost,0,2,0,Sean Catanese,Der Netherlands,
4,Sean Catanese,Der Netherlands,,Won,2,0,0,Will Brooks,Belcher,
4,Peter Cottell,Bant,Stoneblade,Lost,1,2,0,Alex Scott,Deadguy Ale,
4,Ryan Coverdale,MUD,12-Post,Won,2,0,0,Peter Smutko,Tezzeret,UW
4,Jeremy Edwards,Infect,,Won,2,0,0,Daniel Brittain,Grixis Delver,
4,James Farnsworth-garel,Rogue,Land Hate,Bye,,,,,,
4,Tj Flowers,Shardless BUG,,Lost,0,2,0,Jacob Roberts,Death and Taxes,
4,Brad Foster,Death and Taxes,,Won,2,1,0,Samuel Hriljac,Miracles,Esper
4,Daniel Goh,Death and Taxes,,Won,2,0,0,George Hormel,Death and Taxes,
4,Martin Goldman-kirst,Aluren,,Won,2,0,0,Brian Bennett,Aluren,
4,Robin Hartshorn,Shardless BUG,,Lost,0,2,0,Shawn Yu,Miracles,
4,James Helms,4c Loam,,Won,2,1,0,Richard Neal,Bant,Stoneblade
4,Sasha Herda,Zombardment,,Won,2,1,0,Solomon Ossa,4c Delver,
4,George Hormel,Death and Taxes,,Lost,0,2,0,Daniel Goh,Death and Taxes,
4,Samuel Hriljac,Miracles,Esper,Lost,1,2,0,Brad Foster,Death and Taxes,
4,Conor Jacob,Miracles,,Lost,1,2,0,Stacy Munson,Shardless BUG,
4,James Johnson,RUG Delver,,Won,2,1,0,Rudy Maynard,4c Loam,
4,Aren Kasner,Merfolk,,Won,2,0,0,Justin Rolfe-maloney,Miracles,
4,Thomas Lancaster,Infect,,Lost,1,2,0,Miles Wallio,Elves,
4,Timothy Li,Death and Taxes,,Won,2,0,0,Jordan Aisaka,UWR Stoneblade,
4,Nathan Lickteig,Stiflenought,,Lost,1,2,0,Ethan Lightfoot,Aluren,
4,Ethan Lightfoot,Aluren,,Won,2,1,0,Nathan Lickteig,Stiflenought,
4,Russell Martin,BR Reanimator,,Lost,0,2,0,Erik Mickel,MUD,12-Post
4,Rudy Maynard,4c Loam,,Lost,1,2,0,James Johnson,RUG Delver,
4,Erik Mickel,MUD,12-Post,Won,2,0,0,Russell Martin,BR Reanimator,
4,Josh Monks,Death and Taxes,,Lost,0,2,0,Garth Brewe,Burn,
4,Stacy Munson,Shardless BUG,,Won,2,1,0,Conor Jacob,Miracles,
4,Richard Neal,Bant,Stoneblade,Lost,1,2,0,James Helms,4c Loam,
4,Daniel Nguyen,Elves,,Won,2,1,0,Tim Wilder,Shardless BUG,
4,Zac Ohnemus,Sneak and Show,,Won,2,0,0,Michael Wallio,Burn,
4,Solomon Ossa,4c Delver,,Lost,1,2,0,Sasha Herda,Zombardment,
4,Adam Prusa,RG Lands,Jund,Won,2,0,0,Ben Broadstone,Grixis Delver,
4,Benjamin Ricahrds,4c Loam,,Won,2,1,0,Leo Zoeckler,Goblins,
4,Jacob Roberts,Death and Taxes,,Won,2,0,0,Tj Flowers,Shardless BUG,
4,Justin Rolfe-maloney,Miracles,,Lost,0,2,0,Aren Kasner,Merfolk,
4,Alex Scott,Deadguy Ale,,Won,2,1,0,Peter Cottell,Bant,Stoneblade
4,Jordan Short,Esper Deathblade,,Lost,0,2,0,Shawn Tabrizi,Grixis Delver,
4,Peter Smutko,Tezzeret,UW,Lost,0,2,0,Ryan Coverdale,MUD,12-Post
4,Shawn Tabrizi,Grixis Delver,,Won,2,0,0,Jordan Short,Esper Deathblade,
4,James Wade,Esper Deathblade,,Won,2,1,0,Michael Beck,Death and Taxes,
4,Michael Wallio,Burn,,Lost,0,2,0,Zac Ohnemus,Sneak and Show,
4,Miles Wallio,Elves,,Won,2,1,0,Thomas Lancaster,Infect,
4,Tim Wilder,Shardless BUG,,Lost,1,2,0,Daniel Nguyen,Elves,
4,Shawn Yu,Miracles,,Won,2,0,0,Robin Hartshorn,Shardless BUG,
4,Leo Zoeckler,Goblins,,Lost,1,2,0,Benjamin Ricahrds,4c Loam,
5,Michael Beck,Death and Taxes,,Lost,0,2,0,Peter Cottell,Bant,Stoneblade
5,Brian Bennett,Aluren,,Won,2,1,0,Richard Neal,Bant,Stoneblade
5,Garth Brewe,Burn,,Won,2,0,0,Robin Hartshorn,Shardless BUG,
5,Sean Catanese,Der Netherlands,,Won,2,0,0,Tim Wilder,Shardless BUG,
5,Peter Cottell,Bant,Stoneblade,Won,2,0,0,Michael Beck,Death and Taxes,
5,Ryan Coverdale,MUD,12-Post,Won,2,0,0,Timothy Li,Death and Taxes,
5,Jeremy Edwards,Infect,,Won,2,1,0,James Johnson,RUG Delver,
5,James Farnsworth-garel,Rogue,Land Hate,Lost,0,2,0,Peter Smutko,Tezzeret,UW
5,Tj Flowers,Shardless BUG,,Won,2,0,0,Nathan Lickteig,Stiflenought,
5,Brad Foster,Death and Taxes,,Won,2,0,0,Michael Wallio,Burn,
5,Daniel Goh,Death and Taxes,,Lost,1,2,0,Benjamin Ricahrds,4c Loam,
5,Martin Goldman-kirst,Aluren,,Won,2,1,0,James Helms,4c Loam,
5,Robin Hartshorn,Shardless BUG,,Lost,0,2,0,Garth Brewe,Burn,
5,James Helms,4c Loam,,Lost,1,2,0,Martin Goldman-kirst,Aluren,
5,Sasha Herda,Zombardment,,Won,2,0,0,Justin Rolfe-maloney,Miracles,
5,Samuel Hriljac,Miracles,Esper,Bye,,,,,,
5,James Johnson,RUG Delver,,Lost,1,2,0,Jeremy Edwards,Infect,
5,Aren Kasner,Merfolk,,Lost,1,2,0,Jordan Short,Esper Deathblade,
5,Timothy Li,Death and Taxes,,Lost,0,2,0,Ryan Coverdale,MUD,12-Post
5,Nathan Lickteig,Stiflenought,,Lost,0,2,0,Tj Flowers,Shardless BUG,
5,Ethan Lightfoot,Aluren,,ID,0,0,1,Shawn Yu,Miracles,
5,Erik Mickel,MUD,12-Post,Lost,1,2,0,Shawn Tabrizi,Grixis Delver,
5,Stacy Munson,Shardless BUG,,Lost,1,2,0,Daniel Nguyen,Elves,
5,Richard Neal,Bant,Stoneblade,Lost,1,2,0,Brian Bennett,Aluren,
5,Daniel Nguyen,Elves,,Won,2,1,0,Stacy Munson,Shardless BUG,
5,Zac Ohnemus,Sneak and Show,,Won,2,0,0,Jacob Roberts,Death and Taxes,
5,Adam Prusa,RG Lands,Jund,Won,2,0,0,Miles Wallio,Elves,
5,Benjamin Ricahrds,4c Loam,,Won,2,1,0,Daniel Goh,Death and Taxes,
5,Jacob Roberts,Death and Taxes,,Lost,0,2,0,Zac Ohnemus,Sneak and Show,
5,Justin Rolfe-maloney,Miracles,,Lost,0,2,0,Sasha Herda,Zombardment,
5,Alex Scott,Deadguy Ale,,ID,0,0,1,James Wade,Esper Deathblade,
5,Jordan Short,Esper Deathblade,,Won,2,1,0,Aren Kasner,Merfolk,
5,Peter Smutko,Tezzeret,UW,Won,2,0,0,James Farnsworth-garel,Rogue,Land Hate
5,Shawn Tabrizi,Grixis Delver,,Won,2,1,0,Erik Mickel,MUD,12-Post
5,James Wade,Esper Deathblade,,ID,0,0,1,Alex Scott,Deadguy Ale,
5,Michael Wallio,Burn,,Lost,0,2,0,Brad Foster,Death and Taxes,
5,Miles Wallio,Elves,,Lost,0,2,0,Adam Prusa,RG Lands,Jund
5,Tim Wilder,Shardless BUG,,Lost,0,2,0,Sean Catanese,Der Netherlands,
5,Shawn Yu,Miracles,,ID,0,0,1,Ethan Lightfoot,Aluren,
6,Brian Bennett,Aluren,,Won,2,0,0,Erik Mickel,MUD,12-Post
6,Garth Brewe,Burn,,Lost,1,2,0,Adam Prusa,RG Lands,Jund
6,Sean Catanese,Der Netherlands,,Won,2,1,0,Brad Foster,Death and Taxes,
6,Peter Cottell,Bant,Stoneblade,Lost,1,2,0,Shawn Tabrizi,Grixis Delver,
6,Ryan Coverdale,MUD,12-Post,Lost,1,2,0,Benjamin Ricahrds,4c Loam,
6,Jeremy Edwards,Infect,,Won,2,1,0,Miles Wallio,Elves,
6,James Farnsworth-garel,Rogue,Land Hate,Lost,0,2,0,Timothy Li,Death and Taxes,
6,Tj Flowers,Shardless BUG,,Lost,1,2,0,Jordan Short,Esper Deathblade,
6,Brad Foster,Death and Taxes,,Lost,1,2,0,Sean Catanese,Der Netherlands,
6,Daniel Goh,Death and Taxes,,Lost,0,2,0,Peter Smutko,Tezzeret,UW
6,Martin Goldman-kirst,Aluren,,Won,2,1,0,Zac Ohnemus,Sneak and Show,
6,Robin Hartshorn,Shardless BUG,,Lost,0,2,0,Daniel Nguyen,Elves,
6,James Helms,4c Loam,,Lost,1,2,0,Tim Wilder,Shardless BUG,
6,Sasha Herda,Zombardment,,Lost,1,2,0,Michael Wallio,Burn,
6,Samuel Hriljac,Miracles,Esper,Won,2,0,0,James Johnson,RUG Delver,
6,James Johnson,RUG Delver,,Lost,0,2,0,Samuel Hriljac,Miracles,Esper
6,Timothy Li,Death and Taxes,,Won,2,0,0,James Farnsworth-garel,Rogue,Land Hate
6,Nathan Lickteig,Stiflenought,,Bye,,,,,,
6,Ethan Lightfoot,Aluren,,ID,0,0,1,Alex Scott,Deadguy Ale,
6,Erik Mickel,MUD,12-Post,Lost,0,2,0,Brian Bennett,Aluren,
6,Daniel Nguyen,Elves,,Won,2,0,0,Robin Hartshorn,Shardless BUG,
6,Zac Ohnemus,Sneak and Show,,Lost,1,2,0,Martin Goldman-kirst,Aluren,
6,Adam Prusa,RG Lands,Jund,Won,2,1,0,Garth Brewe,Burn,
6,Benjamin Ricahrds,4c Loam,,Won,2,1,0,Ryan Coverdale,MUD,12-Post
6,Alex Scott,Deadguy Ale,,ID,0,0,1,Ethan Lightfoot,Aluren,
6,Jordan Short,Esper Deathblade,,Won,2,1,0,Tj Flowers,Shardless BUG,
6,Peter Smutko,Tezzeret,UW,Won,2,0,0,Daniel Goh,Death and Taxes,
6,Shawn Tabrizi,Grixis Delver,,Won,2,1,0,Peter Cottell,Bant,Stoneblade
6,James Wade,Esper Deathblade,,ID,0,0,1,Shawn Yu,Miracles,
6,Michael Wallio,Burn,,Won,2,1,0,Sasha Herda,Zombardment,
6,Miles Wallio,Elves,,Lost,1,2,0,Jeremy Edwards,Infect,
6,Tim Wilder,Shardless BUG,,Won,2,1,0,James Helms,4c Loam,
6,Shawn Yu,Miracles,,ID,0,0,1,James Wade,Esper Deathblade,
Q,Martin Goldman-kirst,Aluren,,Won,2,0,0,Ethan Lightfoot,Aluren,
Q,Ethan Lightfoot,Aluren,,Lost,0,2,0,Martin Goldman-kirst,Aluren,
Q,Daniel Nguyen,Elves,,Won,2,0,0,James Wade,Esper Deathblade,
Q,Adam Prusa,RG Lands,Jund,Won,2,0,0,Alex Scott,Deadguy Ale,
Q,Alex Scott,Deadguy Ale,,Lost,0,2,0,Adam Prusa,RG Lands,Jund
Q,Shawn Tabrizi,Grixis Delver,,Won,2,0,0,Shawn Yu,Miracles,
Q,James Wade,Esper Deathblade,,Lost,0,2,0,Daniel Nguyen,Elves,
Q,Shawn Yu,Miracles,,Lost,0,2,0,Shawn Tabrizi,Grixis Delver,
S,Martin Goldman-kirst,Aluren,,Won,2,0,0,Adam Prusa,RG Lands,Jund
S,Daniel Nguyen,Elves,,Won,2,1,0,Shawn Tabrizi,Grixis Delver,
S,Adam Prusa,RG Lands,Jund,Lost,0,2,0,Martin Goldman-kirst,Aluren,
S,Shawn Tabrizi,Grixis Delver,,Lost,1,2,0,Daniel Nguyen,Elves,
F,Martin Goldman-kirst,Aluren,,Won,2,1,0,Daniel Nguyen,Elves,
F,Daniel Nguyen,Elves,,Lost,1,2,0,Martin Goldman-kirst,Aluren,
