Round,Player,Archetype,Sub Archetype,Result,Won,Lost,Drew,Opponent,Archetype,Sub Archetype
1,Sean O'Conor,Miracles,,Won,2,1,0,Ian Hathaway,Moon Stompy,
1,David Pierce,High Tide,,Won,2,0,0,Mike Kiesel,RG Lands,RUG
1,Adam Prusa,RIP Control,,Won,2,0,0,Steve Scharosch,Esper Deathblade,
1,Michael Reimers,Bomberman,,Lost,1,2,0,Joseph Christensen,Death and Taxes,
1,Paul Riordan,BUG Delver,,Lost,0,2,0,Isaac Espada,Burn,
1,Steve Scharosch,Esper Deathblade,,Lost,0,2,0,Adam Prusa,RIP Control,
1,Robert Starke,BR Reanimator,,Lost,1,2,0,Nathan Moore,Imperial Painter,RW
1,Andy Stowell,Blue Moon,,Won,2,1,0,Mack Greene,BR Reanimator,
1,Kelvin Wallace,Grixis Delver,,Lost,0,2,0,Hayden Ilcewicz,BR Reanimator,
1,Michael Wallio,Burn,,Won,2,1,0,James Johnson,ANT,Entomb
1,Miles Wallio,Elves,,Won,2,0,0,Jarrod Hamerly,Grixis Delver,
1,Chad Warford,Turbo Depths,BG,Won,2,1,0,Adam Handermann,Elves,
1,Timothy Wilder,Bant Deathblade,,Won,2,1,0,Josh Monks,Death and Taxes,
1,Bruce Williamson,Goblins,,Lost,1,2,0,Stephen Hightower,Enchantress,GW
1,Aaron Writtenberry,BR Reanimator,,Won,2,1,0,Luke Kutrich,Eldrazi,
1,Andrew Wysocki,Food Chain,,Won,2,1,0,Randy Yao,Elves,
1,Randy Yao,Elves,,Lost,1,2,0,Andrew Wysocki,Food Chain,
2,Brian Bennett,Omni-Sneak,,Won,2,0,0,Isaac Espada,Burn,
2,Patrick Casey,Imperial Painter,RW,Lost,0,2,0,Randy Yao,Elves,
2,Joseph Christensen,Death and Taxes,,Lost,1,2,0,Greg Mitchell,12-Post,UG
2,Peter Cottell,Turbo Depths,BUG,Won,2,1,0,Paul Riordan,BUG Delver,
2,Jeremy Edwards,Moon Stompy,,Lost,0,2,0,Timothy Wilder,Bant Deathblade,
2,Isaac Espada,Burn,,Lost,0,2,0,Brian Bennett,Omni-Sneak,
2,Dylan Falk,BUG Delver,,Won,2,1,0,Bruce Williamson,Goblins,
2,Christopher Fornace,Nic Fit,4c,Lost,0,2,0,Kelvin Wallace,Grixis Delver,
2,Milo Gerhard,Maverick,GWb,Lost,1,2,0,Adam Prusa,RIP Control,
2,Mack Greene,BR Reanimator,,Lost,1,2,0,Tom Lynch,Dredge,
2,Jarrod Hamerly,Grixis Delver,,Won,2,0,0,Michael Reimers,Bomberman,
2,Adam Handermann,Elves,,Won,2,0,0,Mike Kiesel,RG Lands,RUG
2,Ian Hathaway,Moon Stompy,,Lost,0,2,0,Luke Kutrich,Eldrazi,
2,Chris Herold,Food Chain,,Lost,1,2,0,Jeff Kinsey,Death and Taxes,
2,Stephen Hightower,Enchantress,GW,Won,2,1,0,Brenden Mcbain,Food Chain,
2,Stephen Hopkins,Maverick,GWb,Lost,1,2,0,Erik Mickel,MUD,
2,Justin Hrala,Eldrazi,,Won,2,1,0,Andrew Wysocki,Food Chain,
2,Samuel Hriljac,RIP Control,,Won,2,1,0,David Pierce,High Tide,
2,Hayden Ilcewicz,BR Reanimator,,Won,2,0,0,Chad Warford,Turbo Depths,BG
2,James Johnson,ANT,Entomb,Lost,0,2,0,Josh Monks,Death and Taxes,
2,Mike Kiesel,RG Lands,RUG,Lost,0,2,0,Adam Handermann,Elves,
2,Jeff Kinsey,Death and Taxes,,Won,2,1,0,Chris Herold,Food Chain,
2,Luke Kutrich,Eldrazi,,Won,2,0,0,Ian Hathaway,Moon Stompy,
2,Bill Li,UR Delver,,Lost,0,2,0,Russell Martin,Eldrazi,
2,Tom Lynch,Dredge,,Won,2,1,0,Mack Greene,BR Reanimator,
2,Russell Martin,Eldrazi,,Won,2,0,0,Bill Li,UR Delver,
2,Daniel Martinez,Big Red,,Lost,0,2,0,Aaron Writtenberry,BR Reanimator,
2,Ken Masumoto,Elves,,Won,2,0,0,Sean O'Conor,Miracles,
2,Brenden Mcbain,Food Chain,,Lost,1,2,0,Stephen Hightower,Enchantress,GW
2,Erik Mickel,MUD,,Won,2,1,0,Stephen Hopkins,Maverick,GWb
2,Greg Mitchell,12-Post,UG,Won,2,1,0,Joseph Christensen,Death and Taxes,
2,Josh Monks,Death and Taxes,,Won,2,0,0,James Johnson,ANT,Entomb
2,Nathan Moore,Imperial Painter,RW,Lost,0,2,0,Andy Stowell,Blue Moon,
2,Sean O'Conor,Miracles,,Lost,0,2,0,Ken Masumoto,Elves,
2,David Pierce,High Tide,,Lost,1,2,0,Samuel Hriljac,RIP Control,
2,Adam Prusa,RIP Control,,Won,2,1,0,Milo Gerhard,Maverick,GWb
2,Michael Reimers,Bomberman,,Lost,0,2,0,Jarrod Hamerly,Grixis Delver,
2,Paul Riordan,BUG Delver,,Lost,1,2,0,Peter Cottell,Turbo Depths,BUG
2,Steve Scharosch,Esper Deathblade,,Lost,0,2,0,Robert Starke,BR Reanimator,
2,Robert Starke,BR Reanimator,,Won,2,0,0,Steve Scharosch,Esper Deathblade,
2,Andy Stowell,Blue Moon,,Won,2,0,0,Nathan Moore,Imperial Painter,RW
2,Kelvin Wallace,Grixis Delver,,Won,2,0,0,Christopher Fornace,Nic Fit,4c
2,Michael Wallio,Burn,,Lost,0,2,0,Miles Wallio,Elves,
2,Miles Wallio,Elves,,Won,2,0,0,Michael Wallio,Burn,
2,Chad Warford,Turbo Depths,BG,Lost,0,2,0,Hayden Ilcewicz,BR Reanimator,
2,Timothy Wilder,Bant Deathblade,,Won,2,0,0,Jeremy Edwards,Moon Stompy,
2,Bruce Williamson,Goblins,,Lost,1,2,0,Dylan Falk,BUG Delver,
2,Aaron Writtenberry,BR Reanimator,,Won,2,0,0,Daniel Martinez,Big Red,
2,Andrew Wysocki,Food Chain,,Lost,1,2,0,Justin Hrala,Eldrazi,
2,Randy Yao,Elves,,Won,2,0,0,Patrick Casey,Imperial Painter,RW
3,Brian Bennett,Omni-Sneak,,Won,2,0,0,Aaron Writtenberry,BR Reanimator,
3,Patrick Casey,Imperial Painter,RW,Lost,1,2,0,Chris Herold,Food Chain,
3,Joseph Christensen,Death and Taxes,,Lost,1,2,0,Jeff Kinsey,Death and Taxes,
3,Peter Cottell,Turbo Depths,BUG,Won,2,0,0,Randy Yao,Elves,
3,Jeremy Edwards,Moon Stompy,,Lost,1,2,0,Stephen Hopkins,Maverick,GWb
3,Isaac Espada,Burn,,Lost,1,2,0,Adam Handermann,Elves,
3,Dylan Falk,BUG Delver,,Won,2,0,0,Andrew Wysocki,Food Chain,
3,Christopher Fornace,Nic Fit,4c,Lost,1,2,0,Mack Greene,BR Reanimator,
3,Milo Gerhard,Maverick,GWb,Won,2,0,0,Brenden Mcbain,Food Chain,
3,Mack Greene,BR Reanimator,,Won,2,1,0,Christopher Fornace,Nic Fit,4c
3,Jarrod Hamerly,Grixis Delver,,Won,2,1,0,Robert Starke,BR Reanimator,
3,Adam Handermann,Elves,,Won,2,1,0,Isaac Espada,Burn,
3,Ian Hathaway,Moon Stompy,,Lost,1,2,0,Bruce Williamson,Goblins,
3,Chris Herold,Food Chain,,Won,2,1,0,Patrick Casey,Imperial Painter,RW
3,Stephen Hightower,Enchantress,GW,Won,2,1,0,Justin Hrala,Eldrazi,
3,Stephen Hopkins,Maverick,GWb,Won,2,1,0,Jeremy Edwards,Moon Stompy,
3,Justin Hrala,Eldrazi,,Lost,1,2,0,Stephen Hightower,Enchantress,GW
3,Samuel Hriljac,RIP Control,,Won,2,0,0,Timothy Wilder,Bant Deathblade,
3,Hayden Ilcewicz,BR Reanimator,,Won,2,1,0,Greg Mitchell,12-Post,UG
3,James Johnson,ANT,Entomb,Lost,0,2,0,Bill Li,UR Delver,
3,Jeff Kinsey,Death and Taxes,,Won,2,1,0,Joseph Christensen,Death and Taxes,
3,Luke Kutrich,Eldrazi,,Lost,1,2,0,Sean O'Conor,Miracles,
3,Bill Li,UR Delver,,Won,2,0,0,James Johnson,ANT,Entomb
3,Tom Lynch,Dredge,,Lost,0,2,0,Daniel Martinez,Big Red,
3,Russell Martin,Eldrazi,,Lost,1,2,0,Erik Mickel,MUD,
3,Daniel Martinez,Big Red,,Won,2,0,0,Tom Lynch,Dredge,
3,Ken Masumoto,Elves,,Lost,0,2,0,Adam Prusa,RIP Control,
3,Brenden Mcbain,Food Chain,,Lost,0,2,0,Milo Gerhard,Maverick,GWb
3,Erik Mickel,MUD,,Won,2,1,0,Russell Martin,Eldrazi,
3,Greg Mitchell,12-Post,UG,Lost,1,2,0,Hayden Ilcewicz,BR Reanimator,
3,Josh Monks,Death and Taxes,,Lost,0,2,0,Kelvin Wallace,Grixis Delver,
3,Nathan Moore,Imperial Painter,RW,Won,2,0,0,David Pierce,High Tide,
3,Sean O'Conor,Miracles,,Won,2,1,0,Luke Kutrich,Eldrazi,
3,David Pierce,High Tide,,Lost,0,2,0,Nathan Moore,Imperial Painter,RW
3,Adam Prusa,RIP Control,,Won,2,0,0,Ken Masumoto,Elves,
3,Paul Riordan,BUG Delver,,Won,2,0,0,Steve Scharosch,Esper Deathblade,
3,Steve Scharosch,Esper Deathblade,,Lost,0,2,0,Paul Riordan,BUG Delver,
3,Robert Starke,BR Reanimator,,Lost,1,2,0,Jarrod Hamerly,Grixis Delver,
3,Andy Stowell,Blue Moon,,Lost,1,2,0,Miles Wallio,Elves,
3,Kelvin Wallace,Grixis Delver,,Won,2,0,0,Josh Monks,Death and Taxes,
3,Michael Wallio,Burn,,Won,2,1,0,Chad Warford,Turbo Depths,BG
3,Miles Wallio,Elves,,Won,2,1,0,Andy Stowell,Blue Moon,
3,Chad Warford,Turbo Depths,BG,Lost,1,2,0,Michael Wallio,Burn,
3,Timothy Wilder,Bant Deathblade,,Lost,0,2,0,Samuel Hriljac,RIP Control,
3,Bruce Williamson,Goblins,,Won,2,1,0,Ian Hathaway,Moon Stompy,
3,Aaron Writtenberry,BR Reanimator,,Lost,0,2,0,Brian Bennett,Omni-Sneak,
3,Andrew Wysocki,Food Chain,,Lost,0,2,0,Dylan Falk,BUG Delver,
3,Randy Yao,Elves,,Lost,0,2,0,Peter Cottell,Turbo Depths,BUG
4,Brian Bennett,Omni-Sneak,,Won,2,1,0,Miles Wallio,Elves,
4,Patrick Casey,Imperial Painter,RW,Lost,1,2,0,Luke Kutrich,Eldrazi,
4,Joseph Christensen,Death and Taxes,,Lost,1,2,0,Stephen Hopkins,Maverick,GWb
4,Peter Cottell,Turbo Depths,BUG,Lost,0,2,0,Ken Masumoto,Elves,
4,Jeremy Edwards,Moon Stompy,,Lost,0,2,0,Isaac Espada,Burn,
4,Isaac Espada,Burn,,Won,2,0,0,Jeremy Edwards,Moon Stompy,
4,Dylan Falk,BUG Delver,,Lost,1,2,0,Andy Stowell,Blue Moon,
4,Milo Gerhard,Maverick,GWb,Won,2,1,0,Sean O'Conor,Miracles,
4,Mack Greene,BR Reanimator,,Lost,1,2,0,Randy Yao,Elves,
4,Jarrod Hamerly,Grixis Delver,,Won,2,1,0,Daniel Martinez,Big Red,
4,Adam Handermann,Elves,,Won,2,0,0,Jeff Kinsey,Death and Taxes,
4,Ian Hathaway,Moon Stompy,,Won,2,1,0,Steve Scharosch,Esper Deathblade,
4,Chris Herold,Food Chain,,Won,2,1,0,Bruce Williamson,Goblins,
4,Stephen Hightower,Enchantress,GW,Lost,1,2,0,Adam Prusa,RIP Control,
4,Stephen Hopkins,Maverick,GWb,Won,2,1,0,Joseph Christensen,Death and Taxes,
4,Justin Hrala,Eldrazi,,Lost,1,2,0,Nathan Moore,Imperial Painter,RW
4,Samuel Hriljac,RIP Control,,Won,2,0,0,Hayden Ilcewicz,BR Reanimator,
4,Hayden Ilcewicz,BR Reanimator,,Lost,0,2,0,Samuel Hriljac,RIP Control,
4,Jeff Kinsey,Death and Taxes,,Lost,0,2,0,Adam Handermann,Elves,
4,Luke Kutrich,Eldrazi,,Won,2,1,0,Patrick Casey,Imperial Painter,RW
4,Bill Li,UR Delver,,Won,2,0,0,David Pierce,High Tide,
4,Tom Lynch,Dredge,,Lost,1,2,0,Andrew Wysocki,Food Chain,
4,Daniel Martinez,Big Red,,Lost,1,2,0,Jarrod Hamerly,Grixis Delver,
4,Ken Masumoto,Elves,,Won,2,0,0,Peter Cottell,Turbo Depths,BUG
4,Erik Mickel,MUD,,Lost,1,2,0,Timothy Wilder,Bant Deathblade,
4,Greg Mitchell,12-Post,UG,Won,2,0,0,Kelvin Wallace,Grixis Delver,
4,Nathan Moore,Imperial Painter,RW,Won,2,1,0,Justin Hrala,Eldrazi,
4,Sean O'Conor,Miracles,,Lost,1,2,0,Milo Gerhard,Maverick,GWb
4,David Pierce,High Tide,,Lost,0,2,0,Bill Li,UR Delver,
4,Adam Prusa,RIP Control,,Won,2,1,0,Stephen Hightower,Enchantress,GW
4,Paul Riordan,BUG Delver,,Won,2,0,0,Robert Starke,BR Reanimator,
4,Steve Scharosch,Esper Deathblade,,Lost,1,2,0,Ian Hathaway,Moon Stompy,
4,Robert Starke,BR Reanimator,,Lost,0,2,0,Paul Riordan,BUG Delver,
4,Andy Stowell,Blue Moon,,Won,2,1,0,Dylan Falk,BUG Delver,
4,Kelvin Wallace,Grixis Delver,,Lost,0,2,0,Greg Mitchell,12-Post,UG
4,Michael Wallio,Burn,,Lost,0,2,0,Aaron Writtenberry,BR Reanimator,
4,Miles Wallio,Elves,,Lost,1,2,0,Brian Bennett,Omni-Sneak,
4,Timothy Wilder,Bant Deathblade,,Won,2,1,0,Erik Mickel,MUD,
4,Bruce Williamson,Goblins,,Lost,1,2,0,Chris Herold,Food Chain,
4,Aaron Writtenberry,BR Reanimator,,Won,2,0,0,Michael Wallio,Burn,
4,Andrew Wysocki,Food Chain,,Won,2,1,0,Tom Lynch,Dredge,
4,Randy Yao,Elves,,Won,2,1,0,Mack Greene,BR Reanimator,
5,Brian Bennett,Omni-Sneak,,ID,0,0,1,Adam Prusa,RIP Control,
5,Patrick Casey,Imperial Painter,RW,Won,2,0,0,Joseph Christensen,Death and Taxes,
5,Joseph Christensen,Death and Taxes,,Lost,0,2,0,Patrick Casey,Imperial Painter,RW
5,Jeremy Edwards,Moon Stompy,,Lost,0,2,0,Bruce Williamson,Goblins,
5,Isaac Espada,Burn,,Won,2,0,0,Andrew Wysocki,Food Chain,
5,Dylan Falk,BUG Delver,,Won,2,0,0,Jeff Kinsey,Death and Taxes,
5,Milo Gerhard,Maverick,GWb,Won,2,0,0,Samuel Hriljac,RIP Control,
5,Jarrod Hamerly,Grixis Delver,,Drew,1,1,0,Stephen Hightower,Enchantress,GW
5,Adam Handermann,Elves,,Lost,1,2,0,Timothy Wilder,Bant Deathblade,
5,Ian Hathaway,Moon Stompy,,Won,2,0,0,Tom Lynch,Dredge,
5,Chris Herold,Food Chain,,Won,2,1,0,Justin Hrala,Eldrazi,
5,Stephen Hightower,Enchantress,GW,Drew,1,1,0,Jarrod Hamerly,Grixis Delver,
5,Stephen Hopkins,Maverick,GWb,Lost,1,2,0,Kelvin Wallace,Grixis Delver,
5,Justin Hrala,Eldrazi,,Lost,1,2,0,Chris Herold,Food Chain,
5,Samuel Hriljac,RIP Control,,Lost,0,2,0,Milo Gerhard,Maverick,GWb
5,Hayden Ilcewicz,BR Reanimator,,Lost,0,2,0,Ken Masumoto,Elves,
5,Jeff Kinsey,Death and Taxes,,Lost,0,2,0,Dylan Falk,BUG Delver,
5,Luke Kutrich,Eldrazi,,Lost,1,2,0,Paul Riordan,BUG Delver,
5,Bill Li,UR Delver,,Won,2,0,0,Aaron Writtenberry,BR Reanimator,
5,Tom Lynch,Dredge,,Lost,0,2,0,Ian Hathaway,Moon Stompy,
5,Daniel Martinez,Big Red,,Lost,1,2,0,Randy Yao,Elves,
5,Ken Masumoto,Elves,,Won,2,0,0,Hayden Ilcewicz,BR Reanimator,
5,Erik Mickel,MUD,,Won,2,0,0,Sean O'Conor,Miracles,
5,Greg Mitchell,12-Post,UG,Lost,0,2,0,Andy Stowell,Blue Moon,
5,Nathan Moore,Imperial Painter,RW,Lost,1,2,0,Miles Wallio,Elves,
5,Sean O'Conor,Miracles,,Lost,0,2,0,Erik Mickel,MUD,
5,Adam Prusa,RIP Control,,ID,0,0,1,Brian Bennett,Omni-Sneak,
5,Paul Riordan,BUG Delver,,Won,2,1,0,Luke Kutrich,Eldrazi,
5,Robert Starke,BR Reanimator,,Won,2,1,0,Michael Wallio,Burn,
5,Andy Stowell,Blue Moon,,Won,2,0,0,Greg Mitchell,12-Post,UG
5,Kelvin Wallace,Grixis Delver,,Won,2,1,0,Stephen Hopkins,Maverick,GWb
5,Michael Wallio,Burn,,Lost,1,2,0,Robert Starke,BR Reanimator,
5,Miles Wallio,Elves,,Won,2,1,0,Nathan Moore,Imperial Painter,RW
5,Timothy Wilder,Bant Deathblade,,Won,2,1,0,Adam Handermann,Elves,
5,Bruce Williamson,Goblins,,Won,2,0,0,Jeremy Edwards,Moon Stompy,
5,Aaron Writtenberry,BR Reanimator,,Lost,0,2,0,Bill Li,UR Delver,
5,Andrew Wysocki,Food Chain,,Lost,0,2,0,Isaac Espada,Burn,
5,Randy Yao,Elves,,Won,2,1,0,Daniel Martinez,Big Red,
6,Brian Bennett,Omni-Sneak,,ID,0,0,1,Samuel Hriljac,RIP Control,
6,Joseph Christensen,Death and Taxes,,Lost,0,2,0,Tom Lynch,Dredge,
6,Jeremy Edwards,Moon Stompy,,Bye,,,,,,
6,Isaac Espada,Burn,,Lost,1,2,0,Aaron Writtenberry,BR Reanimator,
6,Dylan Falk,BUG Delver,,Won,2,1,0,Greg Mitchell,12-Post,UG
6,Milo Gerhard,Maverick,GWb,Lost,0,2,0,Timothy Wilder,Bant Deathblade,
6,Jarrod Hamerly,Grixis Delver,,Won,2,1,0,Hayden Ilcewicz,BR Reanimator,
6,Adam Handermann,Elves,,Lost,1,2,0,Kelvin Wallace,Grixis Delver,
6,Ian Hathaway,Moon Stompy,,Won,2,0,0,Michael Wallio,Burn,
6,Stephen Hightower,Enchantress,GW,Lost,0,2,0,Bill Li,UR Delver,
6,Stephen Hopkins,Maverick,GWb,Lost,0,2,0,Sean O'Conor,Miracles,
6,Samuel Hriljac,RIP Control,,ID,0,0,1,Brian Bennett,Omni-Sneak,
6,Hayden Ilcewicz,BR Reanimator,,Lost,1,2,0,Jarrod Hamerly,Grixis Delver,
6,Luke Kutrich,Eldrazi,,Won,2,1,0,Robert Starke,BR Reanimator,
6,Bill Li,UR Delver,,Won,2,0,0,Stephen Hightower,Enchantress,GW
6,Tom Lynch,Dredge,,Won,2,0,0,Joseph Christensen,Death and Taxes,
6,Daniel Martinez,Big Red,,Lost,0,2,0,Bruce Williamson,Goblins,
6,Ken Masumoto,Elves,,Lost,1,2,0,Andy Stowell,Blue Moon,
6,Erik Mickel,MUD,,Won,2,1,0,Nathan Moore,Imperial Painter,RW
6,Greg Mitchell,12-Post,UG,Lost,1,2,0,Dylan Falk,BUG Delver,
6,Nathan Moore,Imperial Painter,RW,Lost,1,2,0,Erik Mickel,MUD,
6,Sean O'Conor,Miracles,,Won,2,0,0,Stephen Hopkins,Maverick,GWb
6,Adam Prusa,RIP Control,,ID,0,0,1,Miles Wallio,Elves,
6,Paul Riordan,BUG Delver,,Lost,1,2,0,Randy Yao,Elves,
6,Robert Starke,BR Reanimator,,Lost,1,2,0,Luke Kutrich,Eldrazi,
6,Andy Stowell,Blue Moon,,Won,2,1,0,Ken Masumoto,Elves,
6,Kelvin Wallace,Grixis Delver,,Won,2,1,0,Adam Handermann,Elves,
6,Michael Wallio,Burn,,Lost,0,2,0,Ian Hathaway,Moon Stompy,
6,Miles Wallio,Elves,,ID,0,0,1,Adam Prusa,RIP Control,
6,Timothy Wilder,Bant Deathblade,,Won,2,0,0,Milo Gerhard,Maverick,GWb
6,Bruce Williamson,Goblins,,Won,2,0,0,Daniel Martinez,Big Red,
6,Aaron Writtenberry,BR Reanimator,,Won,2,1,0,Isaac Espada,Burn,
6,Randy Yao,Elves,,Won,2,1,0,Paul Riordan,BUG Delver,
Q,Brian Bennett,Omni-Sneak,,Lost,0,2,0,Samuel Hriljac,RIP Control,
Q,Jarrod Hamerly,Grixis Delver,,Lost,0,2,0,Timothy Wilder,Bant Deathblade,
Q,Samuel Hriljac,RIP Control,,Won,2,0,0,Brian Bennett,Omni-Sneak,
Q,Bill Li,UR Delver,,Lost,1,2,0,Andy Stowell,Blue Moon,
Q,Adam Prusa,RIP Control,,Lost,0,2,0,Miles Wallio,Elves,
Q,Andy Stowell,Blue Moon,,Won,2,1,0,Bill Li,UR Delver,
Q,Miles Wallio,Elves,,Won,2,0,0,Adam Prusa,RIP Control,
Q,Timothy Wilder,Bant Deathblade,,Won,2,0,0,Jarrod Hamerly,Grixis Delver,
S,Samuel Hriljac,RIP Control,,Won,2,0,0,Timothy Wilder,Bant Deathblade,
S,Andy Stowell,Blue Moon,,Won,2,1,0,Miles Wallio,Elves,
S,Miles Wallio,Elves,,Lost,1,2,0,Andy Stowell,Blue Moon,
S,Timothy Wilder,Bant Deathblade,,Lost,0,2,0,Samuel Hriljac,RIP Control,
F,Samuel Hriljac,RIP Control,,Lost,0,2,0,Andy Stowell,Blue Moon,
F,Andy Stowell,Blue Moon,,Won,2,0,0,Samuel Hriljac,RIP Control,
