Round,Player,Archetype,Sub Archetype,Result,Won,Lost,Drew,Opponent,Archetype,Sub Archetype
1,Jacob Roberts,Bant Deathblade,,Won,2,0,0,Aaron Crosett,Miracles,
1,Skylar Ross,Dredge,,Won,2,1,0,Jesse Kunz,Sneak and Show,Omni
1,Brad Rutherford,Burn,,Won,2,1,0,Scott Masterson,Infect,
1,Alex Scott,Deadguy Ale,,Lost,0,2,0,Dylan Petter,Miracles,
1,David Scott,Miracles,,Won,2,1,0,Tony Bakkala,Burn,
1,Thomas Snider,Esper Deathblade,,Won,2,0,0,Ryan Coverdale,Reanimator,
1,Karl Spreine,Reanimator,,Won,2,0,0,Peter Cottell,4c Loam,
1,Andy Stowell,BR Reanimator,,Won,2,0,0,Garth Brewe,Burn,
1,Miles Wallio,Tin Fins,,Lost,1,2,0,Ken Hamlett,Food Chain,
1,Kris Williams,Aluren,W,Lost,0,2,0,Scott Griffen,Shardless BUG,
1,Erik Yang,Tezzeret,,Lost,0,2,0,Lydia Deese,Goblin Stompy,
1,Leo Zoeckler,Death's Shadow,BUG,Lost,0,2,0,Jarrod Hamerly,Infect,
2,Jordan Aisaka,UWR Stoneblade,,Won,2,1,0,Tony Bakkala,Burn,
2,Tony Bakkala,Burn,,Lost,1,2,0,Jordan Aisaka,UWR Stoneblade,
2,Brian Bennett,Aluren,,Lost,1,2,0,Skylar Ross,Dredge,
2,Phillip Bolender,Miracles,,Lost,1,2,0,Aaron Crosett,Miracles,
2,Garth Brewe,Burn,,Won,2,0,0,Generie Marc Peco,RG Lands,
2,Sean Catanese,Der Netherlands,,Won,2,0,0,Michael Chonka,Manaless Dredge,
2,Michael Chonka,Manaless Dredge,,Lost,0,2,0,Sean Catanese,Der Netherlands,
2,Martin Clark,Death and Taxes,,Drew,1,1,0,Joel Korkowski,Maverick,
2,Elston Cloy,Eldrazi,,Won,2,1,0,Joe Muoio,Parfait,
2,Axel Cobb,Aluren,W,Lost,0,2,0,Peter Cottell,4c Loam,
2,Peter Cottell,4c Loam,,Won,2,0,0,Axel Cobb,Aluren,W
2,Ryan Coverdale,Reanimator,,Won,2,1,0,Scott Masterson,Infect,
2,Aaron Crosett,Miracles,,Won,2,1,0,Phillip Bolender,Miracles,
2,Lydia Deese,Goblin Stompy,,Lost,1,2,0,Karl Spreine,Reanimator,
2,Bryce Deitt,Sneak and Show,,Won,2,1,0,Kris Williams,Aluren,W
2,Jeremy Edwards,Eldrazi,,Won,2,0,0,David Scott,Miracles,
2,Percy Fang,BUG Delver,,Won,2,1,0,Brenden Mcbain,Imperial Painter,RW
2,Alex Ford,Manaless Dredge,,Lost,1,2,0,Alex Scott,Deadguy Ale,
2,Christopher Fornace,Death's Shadow,4c,Won,2,1,0,Chase Lingelbach,Esper Deathblade,
2,Max Gardner,Sneak and Show,Omni,Lost,1,2,0,Dylan Petter,Miracles,
2,Martin Goldman-kirst,Aluren,,Won,2,0,0,Ken Hamlett,Food Chain,
2,Scott Griffen,Shardless BUG,,Lost,0,2,0,Brad Rutherford,Burn,
2,Jarrod Hamerly,Infect,,Lost,0,2,0,Samuel Hriljac,Miracles,
2,Ken Hamlett,Food Chain,,Lost,0,2,0,Martin Goldman-kirst,Aluren,
2,Ian Hathaway,Imperial Painter,,Lost,1,2,0,Rudy Maynard,4c Loam,
2,James Helms,4c Loam,,Lost,1,2,0,Erik Yang,Tezzeret,
2,Samuel Hriljac,Miracles,,Won,2,0,0,Jarrod Hamerly,Infect,
2,Jeff Kinsey,Death and Taxes,,Won,2,0,0,Thomas Snider,Esper Deathblade,
2,Joel Korkowski,Maverick,,Drew,1,1,0,Martin Clark,Death and Taxes,
2,Jesse Kunz,Sneak and Show,Omni,Won,2,0,0,James Palmer,Miracles,
2,Chase Lingelbach,Esper Deathblade,,Lost,1,2,0,Christopher Fornace,Death's Shadow,4c
2,Tyler Marklyn,Pox,,Lost,0,2,0,Lauren Mulligan,RG Lands,Dark
2,Russell Martin,Eldrazi,,Lost,1,2,0,Nikita Petrov,Elves,
2,Daniel Martinez,RG Lands,,Drew,1,1,0,Leo Zoeckler,Death's Shadow,BUG
2,Scott Masterson,Infect,,Lost,1,2,0,Ryan Coverdale,Reanimator,
2,Rudy Maynard,4c Loam,,Won,2,1,0,Ian Hathaway,Imperial Painter,
2,Brenden Mcbain,Imperial Painter,RW,Lost,1,2,0,Percy Fang,BUG Delver,
2,Jakob Moberg,Burn,,Lost,0,2,0,Miles Wallio,Tin Fins,
2,Dan Mortensen,Nic Fit,Scapeshift,Won,2,0,0,Jacob Roberts,Bant Deathblade,
2,Lauren Mulligan,RG Lands,Dark,Won,2,0,0,Tyler Marklyn,Pox,
2,Joe Muoio,Parfait,,Lost,1,2,0,Elston Cloy,Eldrazi,
2,Zac Ohnemus,Grixis Delver,,Lost,1,2,0,Andy Stowell,BR Reanimator,
2,James Palmer,Miracles,,Lost,0,2,0,Jesse Kunz,Sneak and Show,Omni
2,Generie Marc Peco,RG Lands,,Lost,0,2,0,Garth Brewe,Burn,
2,Nikita Petrov,Elves,,Won,2,1,0,Russell Martin,Eldrazi,
2,Dylan Petter,Miracles,,Won,2,1,0,Max Gardner,Sneak and Show,Omni
2,Jacob Roberts,Bant Deathblade,,Lost,0,2,0,Dan Mortensen,Nic Fit,Scapeshift
2,Skylar Ross,Dredge,,Won,2,1,0,Brian Bennett,Aluren,
2,Brad Rutherford,Burn,,Won,2,0,0,Scott Griffen,Shardless BUG,
2,Alex Scott,Deadguy Ale,,Won,2,1,0,Alex Ford,Manaless Dredge,
2,David Scott,Miracles,,Lost,0,2,0,Jeremy Edwards,Eldrazi,
2,Thomas Snider,Esper Deathblade,,Lost,0,2,0,Jeff Kinsey,Death and Taxes,
2,Karl Spreine,Reanimator,,Won,2,1,0,Lydia Deese,Goblin Stompy,
2,Andy Stowell,BR Reanimator,,Won,2,1,0,Zac Ohnemus,Grixis Delver,
2,Miles Wallio,Tin Fins,,Won,2,0,0,Jakob Moberg,Burn,
2,Kris Williams,Aluren,W,Lost,1,2,0,Bryce Deitt,Sneak and Show,
2,Erik Yang,Tezzeret,,Won,2,1,0,James Helms,4c Loam,
2,Leo Zoeckler,Death's Shadow,BUG,Drew,1,1,0,Daniel Martinez,RG Lands,
3,Jordan Aisaka,UWR Stoneblade,,Won,2,0,0,Joe Muoio,Parfait,
3,Tony Bakkala,Burn,,Won,2,1,0,Kris Williams,Aluren,W
3,Brian Bennett,Aluren,,Lost,1,2,0,Max Gardner,Sneak and Show,Omni
3,Phillip Bolender,Miracles,,Won,2,1,0,Scott Masterson,Infect,
3,Garth Brewe,Burn,,Lost,1,2,0,Miles Wallio,Tin Fins,
3,Sean Catanese,Der Netherlands,,Lost,1,2,0,Lydia Deese,Goblin Stompy,
3,Michael Chonka,Manaless Dredge,,Won,2,0,0,Alex Ford,Manaless Dredge,
3,Martin Clark,Death and Taxes,,Won,2,0,0,Leo Zoeckler,Death's Shadow,BUG
3,Elston Cloy,Eldrazi,,Lost,0,2,0,Dylan Petter,Miracles,
3,Axel Cobb,Aluren,W,Won,2,1,0,Daniel Martinez,RG Lands,
3,Peter Cottell,4c Loam,,Won,2,1,0,Ken Hamlett,Food Chain,
3,Ryan Coverdale,Reanimator,,Won,2,0,0,Bryce Deitt,Sneak and Show,
3,Aaron Crosett,Miracles,,Won,2,1,0,Zac Ohnemus,Grixis Delver,
3,Lydia Deese,Goblin Stompy,,Won,2,1,0,Sean Catanese,Der Netherlands,
3,Bryce Deitt,Sneak and Show,,Lost,0,2,0,Ryan Coverdale,Reanimator,
3,Jeremy Edwards,Eldrazi,,Won,2,0,0,Skylar Ross,Dredge,
3,Percy Fang,BUG Delver,,Won,2,0,0,Karl Spreine,Reanimator,
3,Alex Ford,Manaless Dredge,,Lost,0,2,0,Michael Chonka,Manaless Dredge,
3,Christopher Fornace,Death's Shadow,4c,Won,2,1,0,Samuel Hriljac,Miracles,
3,Max Gardner,Sneak and Show,Omni,Won,2,1,0,Brian Bennett,Aluren,
3,Martin Goldman-kirst,Aluren,,Won,2,1,0,Andy Stowell,BR Reanimator,
3,Scott Griffen,Shardless BUG,,Won,2,1,0,Jacob Roberts,Bant Deathblade,
3,Jarrod Hamerly,Infect,,Lost,0,2,0,Thomas Snider,Esper Deathblade,
3,Ken Hamlett,Food Chain,,Lost,1,2,0,Peter Cottell,4c Loam,
3,Ian Hathaway,Imperial Painter,,Won,2,0,0,David Scott,Miracles,
3,Samuel Hriljac,Miracles,,Lost,1,2,0,Christopher Fornace,Death's Shadow,4c
3,Jeff Kinsey,Death and Taxes,,Lost,0,2,0,Nikita Petrov,Elves,
3,Joel Korkowski,Maverick,,Lost,0,2,0,Generie Marc Peco,RG Lands,
3,Jesse Kunz,Sneak and Show,Omni,Won,2,0,0,Erik Yang,Tezzeret,
3,Tyler Marklyn,Pox,,Lost,1,2,0,Brenden Mcbain,Imperial Painter,RW
3,Russell Martin,Eldrazi,,Won,2,1,0,Alex Scott,Deadguy Ale,
3,Daniel Martinez,RG Lands,,Lost,1,2,0,Axel Cobb,Aluren,W
3,Scott Masterson,Infect,,Lost,1,2,0,Phillip Bolender,Miracles,
3,Rudy Maynard,4c Loam,,ID,0,0,3,Brad Rutherford,Burn,
3,Brenden Mcbain,Imperial Painter,RW,Won,2,1,0,Tyler Marklyn,Pox,
3,Dan Mortensen,Nic Fit,Scapeshift,Won,2,0,0,Lauren Mulligan,RG Lands,Dark
3,Lauren Mulligan,RG Lands,Dark,Lost,0,2,0,Dan Mortensen,Nic Fit,Scapeshift
3,Joe Muoio,Parfait,,Lost,0,2,0,Jordan Aisaka,UWR Stoneblade,
3,Zac Ohnemus,Grixis Delver,,Lost,1,2,0,Aaron Crosett,Miracles,
3,James Palmer,Miracles,,Bye,,,,,,
3,Generie Marc Peco,RG Lands,,Won,2,0,0,Joel Korkowski,Maverick,
3,Nikita Petrov,Elves,,Won,2,0,0,Jeff Kinsey,Death and Taxes,
3,Dylan Petter,Miracles,,Won,2,0,0,Elston Cloy,Eldrazi,
3,Jacob Roberts,Bant Deathblade,,Lost,1,2,0,Scott Griffen,Shardless BUG,
3,Skylar Ross,Dredge,,Lost,0,2,0,Jeremy Edwards,Eldrazi,
3,Brad Rutherford,Burn,,ID,0,0,3,Rudy Maynard,4c Loam,
3,Alex Scott,Deadguy Ale,,Lost,1,2,0,Russell Martin,Eldrazi,
3,David Scott,Miracles,,Lost,0,2,0,Ian Hathaway,Imperial Painter,
3,Thomas Snider,Esper Deathblade,,Won,2,0,0,Jarrod Hamerly,Infect,
3,Karl Spreine,Reanimator,,Lost,0,2,0,Percy Fang,BUG Delver,
3,Andy Stowell,BR Reanimator,,Lost,1,2,0,Martin Goldman-kirst,Aluren,
3,Miles Wallio,Tin Fins,,Won,2,1,0,Garth Brewe,Burn,
3,Kris Williams,Aluren,W,Lost,1,2,0,Tony Bakkala,Burn,
3,Erik Yang,Tezzeret,,Lost,0,2,0,Jesse Kunz,Sneak and Show,Omni
3,Leo Zoeckler,Death's Shadow,BUG,Lost,0,2,0,Martin Clark,Death and Taxes,
4,Jordan Aisaka,UWR Stoneblade,,Won,2,0,0,Samuel Hriljac,Miracles,
4,Tony Bakkala,Burn,,Lost,1,2,0,Leo Zoeckler,Death's Shadow,BUG
4,Phillip Bolender,Miracles,,Lost,0,2,0,Ken Hamlett,Food Chain,
4,Garth Brewe,Burn,,Lost,0,2,0,Martin Clark,Death and Taxes,
4,Michael Chonka,Manaless Dredge,,Won,2,0,0,James Palmer,Miracles,
4,Martin Clark,Death and Taxes,,Won,2,0,0,Garth Brewe,Burn,
4,Elston Cloy,Eldrazi,,Lost,1,2,0,Andy Stowell,BR Reanimator,
4,Axel Cobb,Aluren,W,Lost,0,2,0,Russell Martin,Eldrazi,
4,Peter Cottell,4c Loam,,Lost,1,2,0,Brenden Mcbain,Imperial Painter,RW
4,Ryan Coverdale,Reanimator,,Lost,0,2,0,Rudy Maynard,4c Loam,
4,Aaron Crosett,Miracles,,Lost,0,2,0,Karl Spreine,Reanimator,
4,Lydia Deese,Goblin Stompy,,Won,2,0,0,Skylar Ross,Dredge,
4,Bryce Deitt,Sneak and Show,,Lost,0,2,0,Joe Muoio,Parfait,
4,Jeremy Edwards,Eldrazi,,Won,2,1,0,Dan Mortensen,Nic Fit,Scapeshift
4,Percy Fang,BUG Delver,,Won,2,0,0,Martin Goldman-kirst,Aluren,
4,Alex Ford,Manaless Dredge,,Won,2,1,0,Daniel Martinez,RG Lands,
4,Christopher Fornace,Death's Shadow,4c,Drew,1,1,0,Thomas Snider,Esper Deathblade,
4,Max Gardner,Sneak and Show,Omni,Lost,1,2,0,Brad Rutherford,Burn,
4,Martin Goldman-kirst,Aluren,,Lost,0,2,0,Percy Fang,BUG Delver,
4,Scott Griffen,Shardless BUG,,Lost,1,2,0,Lauren Mulligan,RG Lands,Dark
4,Jarrod Hamerly,Infect,,Lost,0,2,0,Erik Yang,Tezzeret,
4,Ken Hamlett,Food Chain,,Won,2,0,0,Phillip Bolender,Miracles,
4,Ian Hathaway,Imperial Painter,,Won,2,0,0,Jesse Kunz,Sneak and Show,Omni
4,Samuel Hriljac,Miracles,,Lost,0,2,0,Jordan Aisaka,UWR Stoneblade,
4,Jeff Kinsey,Death and Taxes,,Lost,1,2,0,Miles Wallio,Tin Fins,
4,Jesse Kunz,Sneak and Show,Omni,Lost,0,2,0,Ian Hathaway,Imperial Painter,
4,Russell Martin,Eldrazi,,Won,2,0,0,Axel Cobb,Aluren,W
4,Daniel Martinez,RG Lands,,Lost,1,2,0,Alex Ford,Manaless Dredge,
4,Rudy Maynard,4c Loam,,Won,2,0,0,Ryan Coverdale,Reanimator,
4,Brenden Mcbain,Imperial Painter,RW,Won,2,1,0,Peter Cottell,4c Loam,
4,Dan Mortensen,Nic Fit,Scapeshift,Lost,1,2,0,Jeremy Edwards,Eldrazi,
4,Lauren Mulligan,RG Lands,Dark,Won,2,1,0,Scott Griffen,Shardless BUG,
4,Joe Muoio,Parfait,,Won,2,0,0,Bryce Deitt,Sneak and Show,
4,James Palmer,Miracles,,Lost,0,2,0,Michael Chonka,Manaless Dredge,
4,Generie Marc Peco,RG Lands,,Lost,1,2,0,David Scott,Miracles,
4,Nikita Petrov,Elves,,Won,2,0,0,Dylan Petter,Miracles,
4,Dylan Petter,Miracles,,Lost,0,2,0,Nikita Petrov,Elves,
4,Skylar Ross,Dredge,,Lost,0,2,0,Lydia Deese,Goblin Stompy,
4,Brad Rutherford,Burn,,Won,2,1,0,Max Gardner,Sneak and Show,Omni
4,David Scott,Miracles,,Won,2,1,0,Generie Marc Peco,RG Lands,
4,Thomas Snider,Esper Deathblade,,Drew,1,1,0,Christopher Fornace,Death's Shadow,4c
4,Karl Spreine,Reanimator,,Won,2,0,0,Aaron Crosett,Miracles,
4,Andy Stowell,BR Reanimator,,Won,2,1,0,Elston Cloy,Eldrazi,
4,Miles Wallio,Tin Fins,,Won,2,1,0,Jeff Kinsey,Death and Taxes,
4,Erik Yang,Tezzeret,,Won,2,0,0,Jarrod Hamerly,Infect,
4,Leo Zoeckler,Death's Shadow,BUG,Won,2,1,0,Tony Bakkala,Burn,
5,Jordan Aisaka,UWR Stoneblade,,Lost,1,2,0,Brenden Mcbain,Imperial Painter,RW
5,Tony Bakkala,Burn,,Won,2,1,0,Jarrod Hamerly,Infect,
5,Garth Brewe,Burn,,Lost,0,2,0,James Palmer,Miracles,
5,Michael Chonka,Manaless Dredge,,Lost,1,2,0,Peter Cottell,4c Loam,
5,Martin Clark,Death and Taxes,,Won,2,0,0,Thomas Snider,Esper Deathblade,
5,Elston Cloy,Eldrazi,,Lost,0,2,0,Samuel Hriljac,Miracles,
5,Axel Cobb,Aluren,W,Lost,0,2,0,Aaron Crosett,Miracles,
5,Peter Cottell,4c Loam,,Won,2,1,0,Michael Chonka,Manaless Dredge,
5,Ryan Coverdale,Reanimator,,Lost,1,2,0,Jesse Kunz,Sneak and Show,Omni
5,Aaron Crosett,Miracles,,Won,2,0,0,Axel Cobb,Aluren,W
5,Lydia Deese,Goblin Stompy,,Won,2,1,0,Brad Rutherford,Burn,
5,Jeremy Edwards,Eldrazi,,ID,1,1,0,Percy Fang,BUG Delver,
5,Percy Fang,BUG Delver,,ID,1,1,0,Jeremy Edwards,Eldrazi,
5,Alex Ford,Manaless Dredge,,Lost,1,2,0,Leo Zoeckler,Death's Shadow,BUG
5,Christopher Fornace,Death's Shadow,4c,Won,2,0,0,Karl Spreine,Reanimator,
5,Max Gardner,Sneak and Show,Omni,Lost,0,2,0,Scott Griffen,Shardless BUG,
5,Martin Goldman-kirst,Aluren,,Lost,0,2,0,Russell Martin,Eldrazi,
5,Scott Griffen,Shardless BUG,,Won,2,0,0,Max Gardner,Sneak and Show,Omni
5,Jarrod Hamerly,Infect,,Lost,1,2,0,Tony Bakkala,Burn,
5,Ken Hamlett,Food Chain,,Won,2,0,0,David Scott,Miracles,
5,Ian Hathaway,Imperial Painter,,Won,2,1,0,Lauren Mulligan,RG Lands,Dark
5,Samuel Hriljac,Miracles,,Won,2,0,0,Elston Cloy,Eldrazi,
5,Jeff Kinsey,Death and Taxes,,Lost,1,2,0,Erik Yang,Tezzeret,
5,Jesse Kunz,Sneak and Show,Omni,Won,2,1,0,Ryan Coverdale,Reanimator,
5,Russell Martin,Eldrazi,,Won,2,0,0,Martin Goldman-kirst,Aluren,
5,Daniel Martinez,RG Lands,,Bye,,,,,,
5,Rudy Maynard,4c Loam,,Won,2,1,0,Nikita Petrov,Elves,
5,Brenden Mcbain,Imperial Painter,RW,Won,2,1,0,Jordan Aisaka,UWR Stoneblade,
5,Dan Mortensen,Nic Fit,Scapeshift,Lost,0,2,0,Andy Stowell,BR Reanimator,
5,Lauren Mulligan,RG Lands,Dark,Lost,1,2,0,Ian Hathaway,Imperial Painter,
5,James Palmer,Miracles,,Won,2,0,0,Garth Brewe,Burn,
5,Nikita Petrov,Elves,,Lost,1,2,0,Rudy Maynard,4c Loam,
5,Dylan Petter,Miracles,,Won,2,1,0,Miles Wallio,Tin Fins,
5,Brad Rutherford,Burn,,Lost,1,2,0,Lydia Deese,Goblin Stompy,
5,David Scott,Miracles,,Lost,0,2,0,Ken Hamlett,Food Chain,
5,Thomas Snider,Esper Deathblade,,Lost,0,2,0,Martin Clark,Death and Taxes,
5,Karl Spreine,Reanimator,,Lost,0,2,0,Christopher Fornace,Death's Shadow,4c
5,Andy Stowell,BR Reanimator,,Won,2,0,0,Dan Mortensen,Nic Fit,Scapeshift
5,Miles Wallio,Tin Fins,,Lost,1,2,0,Dylan Petter,Miracles,
5,Erik Yang,Tezzeret,,Won,2,1,0,Jeff Kinsey,Death and Taxes,
5,Leo Zoeckler,Death's Shadow,BUG,Won,2,1,0,Alex Ford,Manaless Dredge,
6,Tony Bakkala,Burn,,Lost,1,2,0,Garth Brewe,Burn,
6,Garth Brewe,Burn,,Won,2,1,0,Tony Bakkala,Burn,
6,Martin Clark,Death and Taxes,,Lost,0,2,0,Martin Goldman-kirst,Aluren,
6,Elston Cloy,Eldrazi,,Lost,0,2,0,Jeff Kinsey,Death and Taxes,
6,Ryan Coverdale,Reanimator,,Lost,0,2,0,James Palmer,Miracles,
6,Aaron Crosett,Miracles,,Won,2,0,0,Leo Zoeckler,Death's Shadow,BUG
6,Lydia Deese,Goblin Stompy,,ID,0,0,1,Brenden Mcbain,Imperial Painter,RW
6,Jeremy Edwards,Eldrazi,,ID,0,0,1,Nikita Petrov,Elves,
6,Percy Fang,BUG Delver,,Lost,1,2,0,Rudy Maynard,4c Loam,
6,Alex Ford,Manaless Dredge,,Bye,,,,,,
6,Christopher Fornace,Death's Shadow,4c,Lost,1,2,0,Brad Rutherford,Burn,
6,Martin Goldman-kirst,Aluren,,Won,2,0,0,Martin Clark,Death and Taxes,
6,Scott Griffen,Shardless BUG,,Lost,0,2,0,Samuel Hriljac,Miracles,
6,Ken Hamlett,Food Chain,,Won,2,1,0,Jesse Kunz,Sneak and Show,Omni
6,Ian Hathaway,Imperial Painter,,ID,0,0,1,Russell Martin,Eldrazi,
6,Samuel Hriljac,Miracles,,Won,2,0,0,Scott Griffen,Shardless BUG,
6,Jeff Kinsey,Death and Taxes,,Won,2,0,0,Elston Cloy,Eldrazi,
6,Jesse Kunz,Sneak and Show,Omni,Lost,1,2,0,Ken Hamlett,Food Chain,
6,Russell Martin,Eldrazi,,ID,0,0,1,Ian Hathaway,Imperial Painter,
6,Rudy Maynard,4c Loam,,Won,2,1,0,Percy Fang,BUG Delver,
6,Brenden Mcbain,Imperial Painter,RW,ID,0,0,1,Lydia Deese,Goblin Stompy,
6,Dan Mortensen,Nic Fit,Scapeshift,Won,2,0,0,Karl Spreine,Reanimator,
6,James Palmer,Miracles,,Won,2,0,0,Ryan Coverdale,Reanimator,
6,Nikita Petrov,Elves,,ID,0,0,1,Jeremy Edwards,Eldrazi,
6,Dylan Petter,Miracles,,Lost,0,2,0,Andy Stowell,BR Reanimator,
6,Brad Rutherford,Burn,,Won,2,1,0,Christopher Fornace,Death's Shadow,4c
6,Karl Spreine,Reanimator,,Lost,0,2,0,Dan Mortensen,Nic Fit,Scapeshift
6,Andy Stowell,BR Reanimator,,Won,2,0,0,Dylan Petter,Miracles,
6,Miles Wallio,Tin Fins,,Won,2,0,0,Erik Yang,Tezzeret,
6,Erik Yang,Tezzeret,,Lost,0,2,0,Miles Wallio,Tin Fins,
6,Leo Zoeckler,Death's Shadow,BUG,Lost,0,2,0,Aaron Crosett,Miracles,
Q,Jeremy Edwards,Eldrazi,,Won,2,0,0,Ian Hathaway,Imperial Painter,
Q,Percy Fang,BUG Delver,,Lost,0,2,0,Nikita Petrov,Elves,
Q,Ian Hathaway,Imperial Painter,,Lost,0,2,0,Jeremy Edwards,Eldrazi,
Q,Russell Martin,Eldrazi,,Lost,1,2,0,Rudy Maynard,4c Loam,
Q,Rudy Maynard,4c Loam,,Won,2,1,0,Russell Martin,Eldrazi,
Q,Nikita Petrov,Elves,,Won,2,0,0,Percy Fang,BUG Delver,
Q,Brad Rutherford,Burn,,Lost,0,2,0,Andy Stowell,BR Reanimator,
Q,Andy Stowell,BR Reanimator,,Won,2,0,0,Brad Rutherford,Burn,
S,Jeremy Edwards,Eldrazi,,Won,2,1,0,Andy Stowell,BR Reanimator,
S,Rudy Maynard,4c Loam,,Lost,1,2,0,Nikita Petrov,Elves,
S,Nikita Petrov,Elves,,Won,2,1,0,Rudy Maynard,4c Loam,
S,Andy Stowell,BR Reanimator,,Lost,1,2,0,Jeremy Edwards,Eldrazi,
F,Jeremy Edwards,Eldrazi,,Lost,1,2,0,Nikita Petrov,Elves,
F,Nikita Petrov,Elves,,Won,2,1,0,Jeremy Edwards,Eldrazi,
