Round,Player,Archetype,Sub Archetype,Result,Won,Lost,Drew,Opponent,Archetype,Sub Archetype
2,Nathan Lickteig,R/W Stompy,,Won,2,1,0,David Dimalanta,Goblins,
2,Christopher Lundgren,Omniscience,,Lost,0,2,0,Patrick Wong,Deathblade,
2,Dan Macmillan,Infect,,Lost,1,2,0,Tyler Spears,Jund,
2,Tyler Marklyn,Death and Taxes,,Won,2,1,0,Karl Spreine,Jund,
2,Russell Martin,4c Loam,,Won,2,1,0,Gerry Thompson,Food Chain,
2,Thomas Martin,Shardless BUG,,Won,2,1,0,Josh Monks,Miracles,
2,Rudy Maynard,4c Loam,,Won,2,1,0,Paul Blake,Jund,
2,Luke Mcgrath,BUG Delver,,Won,2,0,0,Chris Leclercq,RG Lands,
2,Greg Mitchell,12-Post,GW,Lost,0,2,0,Jeremy Edwards,Infect,
2,Josh Monks,Miracles,,Lost,1,2,0,Thomas Martin,Shardless BUG,
2,Christopher Morris Lent,Infect,,Won,2,1,0,Hung Nguyen,Shardless BUG,
2,Hung Nguyen,Shardless BUG,,Lost,1,2,0,Christopher Morris Lent,Infect,
2,Andrew Park,Sneak and Show,,Won,2,1,0,Eric Keiser,Nic Fit,GBW
2,Stephen Peters,Miracles,,Won,2,1,0,James Johnson,RUG Delver,
2,Troy Pottinger,Burn,,Bye,,,,,,
2,Adam Prusa,Miracles,,Won,2,0,0,Andy Stowell,BUG Delver,
2,David Scott,Miracles,,Lost,0,2,0,Colin Walker,Miracles,
2,Michael Sellers,Shardless BUG,,Lost,0,2,0,Nick Colpron,RG Lands,
2,Peter Smutko,Bant,,Lost,1,2,0,Brent Traut,Aluren,
2,Tyler Spears,Jund,,Won,2,1,0,Dan Macmillan,Infect,
2,Karl Spreine,Jund,,Lost,1,2,0,Tyler Marklyn,Death and Taxes,
2,Andy Stowell,BUG Delver,,Lost,0,2,0,Adam Prusa,Miracles,
2,Shawn Tabrizi,Grixis Delver,,Won,2,1,0,Percy Fang,BUG Delver,
2,Frank Tenace,Maverick,GWB,Won,2,0,0,Rob Hunsaker,Jund,
2,Gerry Thompson,Food Chain,,Lost,1,2,0,Russell Martin,4c Loam,
2,Brent Traut,Aluren,,Won,2,1,0,Peter Smutko,Bant,
2,Ryan Viney,Shardless BUG,,Lost,0,2,0,Solomon Burgess,Grixis Pyromancer,
2,James Wade,Deathblade,,Won,2,1,0,Jack Bjorge,Merfolk,
2,Colin Walker,Miracles,,Won,2,0,0,David Scott,Miracles,
2,Clynn Wilkinson,4c Delver,,Won,2,1,0,Mike Kiesel,Miracles,
2,Patrick Wong,Deathblade,,Won,2,0,0,Christopher Lundgren,Omniscience,
2,Kyle Woolcock,RG Lands,,Lost,0,2,0,Willy Donaldson,4c Loam,
2,Sam Yates,Grixis Delver,,Won,2,1,0,Bill Li,Death and Taxes,
3,Jack Bjorge,Merfolk,,Lost,0,2,0,Greg Mitchell,12-Post,GW
3,Paul Blake,Jund,,Lost,1,2,0,James Johnson,RUG Delver,
3,Randy Buehler,Tin Fins,,Lost,1,2,0,Brent Traut,Aluren,
3,Solomon Burgess,Grixis Pyromancer,,Won,2,1,0,Shawn Tabrizi,Grixis Delver,
3,Sean Catanese,NetherLands,,Lost,0,2,0,Michael Sellers,Shardless BUG,
3,Nick Colpron,RG Lands,,Drew,1,1,0,Adam Prusa,Miracles,
3,Isaac Conner,Reanimator,,Lost,0,2,0,David Scott,Miracles,
3,Peter Cottell,4c Loam,,Won,2,1,0,Nathan Lickteig,R/W Stompy,
3,Willy Donaldson,4c Loam,,Won,2,1,0,Tyler Spears,Jund,
3,Jeremy Edwards,Infect,,Won,2,1,0,Thomas Martin,Shardless BUG,
3,Michael Evangelista,RG Lands,,Lost,1,2,0,Frank Tenace,Maverick,GWB
3,Percy Fang,BUG Delver,,Lost,0,2,0,Russell Martin,4c Loam,
3,Max Gardner,Sneak and Show,,Lost,1,2,0,James Wade,Deathblade,
3,Stephen Gussin,Grixis Delver,,Lost,1,2,0,Ryan Viney,Shardless BUG,
3,Jesse Hampton,Miracles,,Won,2,1,0,Luke Mcgrath,BUG Delver,
3,Rob Hunsaker,Jund,,Won,2,1,0,Clynn Wilkinson,4c Delver,
3,James Johnson,RUG Delver,,Won,2,1,0,Paul Blake,Jund,
3,Eric Keiser,Nic Fit,GBW,Won,2,0,0,Colin Walker,Miracles,
3,Thomas Lancaster,ANT,,Won,2,1,0,Patrick Wong,Deathblade,
3,Chris Leclercq,RG Lands,,Lost,0,2,0,Christopher Morris Lent,Infect,
3,Chris Lennon,Slivers,,Bye,,,,,,
3,Bill Li,Death and Taxes,,Won,2,1,0,Andy Stowell,BUG Delver,
3,Nathan Lickteig,R/W Stompy,,Lost,1,2,0,Peter Cottell,4c Loam,
3,Christopher Lundgren,Omniscience,,Lost,1,2,0,Peter Smutko,Bant,
3,Tyler Marklyn,Death and Taxes,,Won,2,1,0,Andrew Park,Sneak and Show,
3,Russell Martin,4c Loam,,Won,2,0,0,Percy Fang,BUG Delver,
3,Thomas Martin,Shardless BUG,,Lost,1,2,0,Jeremy Edwards,Infect,
3,Rudy Maynard,4c Loam,,Drew,1,1,0,Stephen Peters,Miracles,
3,Luke Mcgrath,BUG Delver,,Lost,1,2,0,Jesse Hampton,Miracles,
3,Greg Mitchell,12-Post,GW,Won,2,0,0,Jack Bjorge,Merfolk,
3,Josh Monks,Miracles,,Lost,0,2,0,Karl Spreine,Jund,
3,Christopher Morris Lent,Infect,,Won,2,0,0,Chris Leclercq,RG Lands,
3,Andrew Park,Sneak and Show,,Lost,1,2,0,Tyler Marklyn,Death and Taxes,
3,Stephen Peters,Miracles,,Drew,1,1,0,Rudy Maynard,4c Loam,
3,Troy Pottinger,Burn,,Lost,0,2,0,Sam Yates,Grixis Delver,
3,Adam Prusa,Miracles,,Drew,1,1,0,Nick Colpron,RG Lands,
3,David Scott,Miracles,,Won,2,0,0,Isaac Conner,Reanimator,
3,Michael Sellers,Shardless BUG,,Won,2,0,0,Sean Catanese,NetherLands,
3,Peter Smutko,Bant,,Won,2,1,0,Christopher Lundgren,Omniscience,
3,Tyler Spears,Jund,,Lost,1,2,0,Willy Donaldson,4c Loam,
3,Karl Spreine,Jund,,Won,2,0,0,Josh Monks,Miracles,
3,Andy Stowell,BUG Delver,,Lost,1,2,0,Bill Li,Death and Taxes,
3,Shawn Tabrizi,Grixis Delver,,Lost,1,2,0,Solomon Burgess,Grixis Pyromancer,
3,Frank Tenace,Maverick,GWB,Won,2,1,0,Michael Evangelista,RG Lands,
3,Brent Traut,Aluren,,Won,2,1,0,Randy Buehler,Tin Fins,
3,Ryan Viney,Shardless BUG,,Won,2,1,0,Stephen Gussin,Grixis Delver,
3,James Wade,Deathblade,,Won,2,1,0,Max Gardner,Sneak and Show,
3,Colin Walker,Miracles,,Lost,0,2,0,Eric Keiser,Nic Fit,GBW
3,Clynn Wilkinson,4c Delver,,Lost,1,2,0,Rob Hunsaker,Jund,
3,Patrick Wong,Deathblade,,Lost,1,2,0,Thomas Lancaster,ANT,
3,Sam Yates,Grixis Delver,,Won,2,0,0,Troy Pottinger,Burn,
4,Jack Bjorge,Merfolk,,Won,2,1,0,Nathan Lickteig,R/W Stompy,
4,Randy Buehler,Tin Fins,,Won,2,0,0,Tyler Spears,Jund,
4,Solomon Burgess,Grixis Pyromancer,,Won,2,0,0,James Wade,Deathblade,
4,Nick Colpron,RG Lands,,Lost,1,2,0,Troy Pottinger,Burn,
4,Peter Cottell,4c Loam,,Won,2,1,0,Luke Mcgrath,BUG Delver,
4,Willy Donaldson,4c Loam,,Lost,1,2,0,Brent Traut,Aluren,
4,Jeremy Edwards,Infect,,Won,2,0,0,Frank Tenace,Maverick,GWB
4,Michael Evangelista,RG Lands,,Won,2,0,0,Greg Mitchell,12-Post,GW
4,Percy Fang,BUG Delver,,Lost,1,2,0,Michael Sellers,Shardless BUG,
4,Max Gardner,Sneak and Show,,Won,2,0,0,Ryan Viney,Shardless BUG,
4,Stephen Gussin,Grixis Delver,,Lost,0,2,0,Bill Li,Death and Taxes,
4,Jesse Hampton,Miracles,,Drew,1,1,0,Tyler Marklyn,Death and Taxes,
4,Rob Hunsaker,Jund,,Lost,0,2,0,James Johnson,RUG Delver,
4,James Johnson,RUG Delver,,Won,2,0,0,Rob Hunsaker,Jund,
4,Eric Keiser,Nic Fit,GBW,Lost,0,2,0,Stephen Peters,Miracles,
4,Thomas Lancaster,ANT,,Lost,1,2,0,Karl Spreine,Jund,
4,Chris Leclercq,RG Lands,,Won,2,0,0,Chris Lennon,Slivers,
4,Chris Lennon,Slivers,,Lost,0,2,0,Chris Leclercq,RG Lands,
4,Bill Li,Death and Taxes,,Won,2,0,0,Stephen Gussin,Grixis Delver,
4,Nathan Lickteig,R/W Stompy,,Lost,1,2,0,Jack Bjorge,Merfolk,
4,Christopher Lundgren,Omniscience,,Bye,,,,,,
4,Tyler Marklyn,Death and Taxes,,Drew,1,1,0,Jesse Hampton,Miracles,
4,Russell Martin,4c Loam,,Won,2,0,0,Sam Yates,Grixis Delver,
4,Thomas Martin,Shardless BUG,,Lost,1,2,0,Andrew Park,Sneak and Show,
4,Rudy Maynard,4c Loam,,Won,2,1,0,Christopher Morris Lent,Infect,
4,Luke Mcgrath,BUG Delver,,Lost,1,2,0,Peter Cottell,4c Loam,
4,Greg Mitchell,12-Post,GW,Lost,0,2,0,Michael Evangelista,RG Lands,
4,Josh Monks,Miracles,,Lost,0,2,0,Patrick Wong,Deathblade,
4,Christopher Morris Lent,Infect,,Lost,1,2,0,Rudy Maynard,4c Loam,
4,Andrew Park,Sneak and Show,,Won,2,1,0,Thomas Martin,Shardless BUG,
4,Stephen Peters,Miracles,,Won,2,0,0,Eric Keiser,Nic Fit,GBW
4,Troy Pottinger,Burn,,Won,2,1,0,Nick Colpron,RG Lands,
4,Adam Prusa,Miracles,,Lost,0,2,0,Shawn Tabrizi,Grixis Delver,
4,David Scott,Miracles,,Drew,1,1,0,Clynn Wilkinson,4c Delver,
4,Michael Sellers,Shardless BUG,,Won,2,1,0,Percy Fang,BUG Delver,
4,Peter Smutko,Bant,,Won,2,0,0,Colin Walker,Miracles,
4,Tyler Spears,Jund,,Lost,0,2,0,Randy Buehler,Tin Fins,
4,Karl Spreine,Jund,,Won,2,1,0,Thomas Lancaster,ANT,
4,Shawn Tabrizi,Grixis Delver,,Won,2,0,0,Adam Prusa,Miracles,
4,Frank Tenace,Maverick,GWB,Lost,0,2,0,Jeremy Edwards,Infect,
4,Brent Traut,Aluren,,Won,2,1,0,Willy Donaldson,4c Loam,
4,Ryan Viney,Shardless BUG,,Lost,0,2,0,Max Gardner,Sneak and Show,
4,James Wade,Deathblade,,Lost,0,2,0,Solomon Burgess,Grixis Pyromancer,
4,Colin Walker,Miracles,,Lost,0,2,0,Peter Smutko,Bant,
4,Clynn Wilkinson,4c Delver,,Drew,1,1,0,David Scott,Miracles,
4,Patrick Wong,Deathblade,,Won,2,0,0,Josh Monks,Miracles,
4,Sam Yates,Grixis Delver,,Lost,0,2,0,Russell Martin,4c Loam,
5,Jack Bjorge,Merfolk,,Won,2,0,0,Randy Buehler,Tin Fins,
5,Randy Buehler,Tin Fins,,Lost,0,2,0,Jack Bjorge,Merfolk,
5,Solomon Burgess,Grixis Pyromancer,,ID,0,0,3,Jeremy Edwards,Infect,
5,Peter Cottell,4c Loam,,Won,2,1,0,Michael Evangelista,RG Lands,
5,Willy Donaldson,4c Loam,,Won,2,1,0,Troy Pottinger,Burn,
5,Jeremy Edwards,Infect,,ID,0,0,3,Solomon Burgess,Grixis Pyromancer,
5,Michael Evangelista,RG Lands,,Lost,1,2,0,Peter Cottell,4c Loam,
5,Percy Fang,BUG Delver,,Won,2,0,0,Colin Walker,Miracles,
5,Max Gardner,Sneak and Show,,Won,2,1,0,Brent Traut,Aluren,
5,Jesse Hampton,Miracles,,Lost,1,2,0,Stephen Peters,Miracles,
5,Rob Hunsaker,Jund,,Lost,0,2,0,Michael Sellers,Shardless BUG,
5,James Johnson,RUG Delver,,Won,2,0,0,Andrew Park,Sneak and Show,
5,Thomas Lancaster,ANT,,Won,2,0,0,Clynn Wilkinson,4c Delver,
5,Chris Leclercq,RG Lands,,Lost,1,2,0,Peter Smutko,Bant,
5,Bill Li,Death and Taxes,,Lost,0,2,0,Luke Mcgrath,BUG Delver,
5,Nathan Lickteig,R/W Stompy,,Lost,1,2,0,David Scott,Miracles,
5,Tyler Marklyn,Death and Taxes,,Lost,1,2,0,Rudy Maynard,4c Loam,
5,Russell Martin,4c Loam,,Lost,0,2,0,James Wade,Deathblade,
5,Thomas Martin,Shardless BUG,,Won,2,0,0,Sam Yates,Grixis Delver,
5,Rudy Maynard,4c Loam,,Won,2,1,0,Tyler Marklyn,Death and Taxes,
5,Luke Mcgrath,BUG Delver,,Won,2,0,0,Bill Li,Death and Taxes,
5,Christopher Morris Lent,Infect,,Won,2,0,0,Frank Tenace,Maverick,GWB
5,Andrew Park,Sneak and Show,,Lost,0,2,0,James Johnson,RUG Delver,
5,Stephen Peters,Miracles,,Won,2,1,0,Jesse Hampton,Miracles,
5,Troy Pottinger,Burn,,Lost,1,2,0,Willy Donaldson,4c Loam,
5,David Scott,Miracles,,Won,2,1,0,Nathan Lickteig,R/W Stompy,
5,Michael Sellers,Shardless BUG,,Won,2,0,0,Rob Hunsaker,Jund,
5,Peter Smutko,Bant,,Won,2,1,0,Chris Leclercq,RG Lands,
5,Tyler Spears,Jund,,Bye,,,,,,
5,Karl Spreine,Jund,,Won,2,1,0,Shawn Tabrizi,Grixis Delver,
5,Shawn Tabrizi,Grixis Delver,,Lost,1,2,0,Karl Spreine,Jund,
5,Frank Tenace,Maverick,GWB,Lost,0,2,0,Christopher Morris Lent,Infect,
5,Brent Traut,Aluren,,Lost,1,2,0,Max Gardner,Sneak and Show,
5,Ryan Viney,Shardless BUG,,Won,2,0,0,Patrick Wong,Deathblade,
5,James Wade,Deathblade,,Won,2,0,0,Russell Martin,4c Loam,
5,Colin Walker,Miracles,,Lost,0,2,0,Percy Fang,BUG Delver,
5,Clynn Wilkinson,4c Delver,,Lost,0,2,0,Thomas Lancaster,ANT,
5,Patrick Wong,Deathblade,,Lost,0,2,0,Ryan Viney,Shardless BUG,
5,Sam Yates,Grixis Delver,,Lost,0,2,0,Thomas Martin,Shardless BUG,
6,Jack Bjorge,Merfolk,,Won,2,1,0,Luke Mcgrath,BUG Delver,
6,Solomon Burgess,Grixis Pyromancer,,ID,0,0,3,Rudy Maynard,4c Loam,
6,Peter Cottell,4c Loam,,Won,2,1,0,James Wade,Deathblade,
6,Willy Donaldson,4c Loam,,Lost,0,2,0,Peter Smutko,Bant,
6,Jeremy Edwards,Infect,,ID,0,0,3,Stephen Peters,Miracles,
6,Percy Fang,BUG Delver,,Won,2,0,0,David Scott,Miracles,
6,Max Gardner,Sneak and Show,,Won,2,1,0,James Johnson,RUG Delver,
6,Jesse Hampton,Miracles,,Won,2,0,0,Karl Spreine,Jund,
6,James Johnson,RUG Delver,,Lost,1,2,0,Max Gardner,Sneak and Show,
6,Thomas Lancaster,ANT,,Won,2,0,0,Shawn Tabrizi,Grixis Delver,
6,Bill Li,Death and Taxes,,Won,2,0,0,Clynn Wilkinson,4c Delver,
6,Nathan Lickteig,R/W Stompy,,Lost,0,2,0,Colin Walker,Miracles,
6,Tyler Marklyn,Death and Taxes,,Won,2,1,0,Christopher Morris Lent,Infect,
6,Thomas Martin,Shardless BUG,,Drew,1,1,0,Ryan Viney,Shardless BUG,
6,Rudy Maynard,4c Loam,,ID,0,0,3,Solomon Burgess,Grixis Pyromancer,
6,Luke Mcgrath,BUG Delver,,Lost,1,2,0,Jack Bjorge,Merfolk,
6,Christopher Morris Lent,Infect,,Lost,1,2,0,Tyler Marklyn,Death and Taxes,
6,Andrew Park,Sneak and Show,,Lost,0,2,0,Michael Sellers,Shardless BUG,
6,Stephen Peters,Miracles,,ID,0,0,3,Jeremy Edwards,Infect,
6,David Scott,Miracles,,Lost,0,2,0,Percy Fang,BUG Delver,
6,Michael Sellers,Shardless BUG,,Won,2,0,0,Andrew Park,Sneak and Show,
6,Peter Smutko,Bant,,Won,2,0,0,Willy Donaldson,4c Loam,
6,Karl Spreine,Jund,,Lost,0,2,0,Jesse Hampton,Miracles,
6,Shawn Tabrizi,Grixis Delver,,Lost,0,2,0,Thomas Lancaster,ANT,
6,Ryan Viney,Shardless BUG,,Drew,1,1,0,Thomas Martin,Shardless BUG,
6,James Wade,Deathblade,,Lost,1,2,0,Peter Cottell,4c Loam,
6,Colin Walker,Miracles,,Won,2,0,0,Nathan Lickteig,R/W Stompy,
6,Clynn Wilkinson,4c Delver,,Lost,0,2,0,Bill Li,Death and Taxes,
Q,Solomon Burgess,Grixis Pyromancer,,Won,2,1,0,Rudy Maynard,4c Loam,
Q,Peter Cottell,4c Loam,,Lost,1,2,0,Tyler Marklyn,Death and Taxes,
Q,Jeremy Edwards,Infect,,Lost,0,2,0,Stephen Peters,Miracles,
Q,Max Gardner,Sneak and Show,,Lost,0,2,0,Jesse Hampton,Miracles,
Q,Jesse Hampton,Miracles,,Won,2,0,0,Max Gardner,Sneak and Show,
Q,Tyler Marklyn,Death and Taxes,,Won,2,1,0,Peter Cottell,4c Loam,
Q,Rudy Maynard,4c Loam,,Lost,1,2,0,Solomon Burgess,Grixis Pyromancer,
Q,Stephen Peters,Miracles,,Won,2,0,0,Jeremy Edwards,Infect,
